,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
137593,137593,40338900202,4033890,2,2,1,2,0,14,0,1.0,1,16,8.86,11561,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,2
137594,137594,40338900203,4033890,2,3,0,2,0,22,0,1.0,1,6,4.1,11572,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,3,2
137595,137595,40338900204,4033890,2,4,0,2,0,22,0,1.0,1,5,2.31,11561,0,2,1,19,11,,1,1,1,2,2,2,1,1,2.0,3.0,3,2
137596,137596,40338900205,4033890,2,5,0,2,1,3,0,1.0,1,5,7.68,0,0,2,1,19,11,,1,1,1,2,2,2,1,1,2.0,3.0,3,2
137890,137890,40347890202,4034789,2,2,1,4,0,9,0,6.1,1,99,20.79,11003,1,2,1,12,7,,2,2,2,1,1,1,1,5,5.0,6.0,4,3
137894,137894,40347890214,4034789,2,14,0,4,1,3,0,1.0,1,4,1.21,11003,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,1.0,4,3
137917,137917,40350200202,4035020,2,2,1,2,0,9,0,1.0,1,29,6.95,11758,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,3,3
137918,137918,40350200203,4035020,2,3,0,2,1,3,0,1.0,1,39,8.29,11520,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,3,3
138171,138171,40361600102,4036160,1,2,1,3,0,9,0,7.1,1,81,0.0,11710,1,2,1,6,3,2.0,2,2,2,1,5,4,1,4,6.0,6.0,2,2
138302,138302,40368810102,4036881,1,2,1,1,0,9,0,1.0,1,18,3.47,11772,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,2,1
138303,138303,40368810103,4036881,1,3,0,1,1,3,0,1.0,1,15,3.47,11705,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,2,1
138387,138387,40371880102,4037188,1,2,1,4,0,9,0,1.0,1,70,28.59,11554,1,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,3
138389,138389,40371880104,4037188,1,4,0,4,1,3,0,1.0,1,8,3.92,11590,0,2,1,19,11,,1,1,1,2,4,4,1,1,3.0,4.0,4,3
138392,138392,40371880202,4037188,2,2,1,4,0,8,0,2.1,2,10,1.59,11554,0,2,1,19,11,,1,1,1,2,1,1,2,2,2.0,3.0,4,3
138393,138393,40371880203,4037188,2,3,0,4,0,5,0,2.1,2,22,3.0,11554,0,2,1,19,11,,1,1,1,2,1,1,2,3,2.0,3.0,4,3
138394,138394,40371880204,4037188,2,4,0,4,0,9,0,1.0,1,18,2.65,11530,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
138395,138395,40371880205,4037188,2,5,0,4,0,6,0,1.0,1,19,2.62,11530,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,3
138396,138396,40371880206,4037188,2,6,0,4,1,3,0,2.1,2,25,3.92,11530,0,2,1,19,11,,1,1,1,2,3,3,2,3,3.0,4.0,4,3
138399,138399,40371880302,4037188,3,2,1,4,0,9,0,1.0,1,20,3.95,11554,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,4,3
138400,138400,40371880303,4037188,3,3,0,4,1,3,0,1.0,1,25,3.95,11801,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,4,3
138403,138403,40371880402,4037188,4,2,1,4,0,8,0,2.2,2,10,1.59,11554,0,2,1,17,10,,1,1,1,2,1,1,2,2,2.0,3.0,4,3
138404,138404,40371880403,4037188,4,3,0,4,0,9,0,2.2,2,22,3.0,11554,0,2,1,17,10,,1,1,1,1,1,1,2,3,2.0,3.0,4,3
138405,138405,40371880404,4037188,4,4,0,4,1,3,0,2.2,2,25,3.92,11530,0,2,1,17,10,,1,1,1,1,3,3,2,3,3.0,4.0,4,3
138487,138487,40375700102,4037570,1,2,1,2,0,14,0,1.0,1,197,0.0,11566,0,2,1,19,11,,1,1,1,1,5,4,1,5,6.0,6.0,3,2
138570,138570,40379900102,4037990,1,2,1,3,0,5,0,2.1,2,12,2.42,11756,0,2,1,19,11,,1,1,1,2,1,1,2,2,1.0,2.0,3,2
138571,138571,40379900103,4037990,1,3,0,3,0,9,0,1.0,1,19,10.72,11756,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,3,2
138572,138572,40379900104,4037990,1,4,0,3,0,6,0,1.0,1,30,10.98,11791,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,3,2
138573,138573,40379900105,4037990,1,5,0,3,1,3,0,2.1,2,8,0.44,11756,0,2,1,19,11,,1,1,1,2,2,2,2,1,1.0,1.0,3,2
138574,138574,40379900202,4037990,2,2,1,3,0,9,0,1.0,1,30,20.72,11756,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,3,2
138575,138575,40379900203,4037990,2,3,0,3,1,3,0,1.0,1,35,20.03,11722,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,3,2
138616,138616,40381240102,4038124,1,2,1,4,0,9,0,2.2,2,37,13.26,11579,0,2,1,17,10,,1,1,1,1,1,1,2,3,5.0,6.0,4,1
138617,138617,40381240103,4038124,1,3,0,4,1,3,0,2.2,2,26,13.1,11553,0,2,1,17,10,,1,1,1,1,3,3,2,3,5.0,6.0,4,1
138621,138621,40381240202,4038124,2,2,1,4,0,9,0,2.1,2,37,13.26,11579,0,2,1,19,11,,1,1,1,1,1,1,2,3,5.0,6.0,4,1
138622,138622,40381240203,4038124,2,3,0,4,1,5,6,2.1,2,26,13.1,11553,0,2,1,19,11,,1,1,1,1,3,3,2,3,5.0,6.0,4,1
138879,138879,40390390102,4039039,1,2,1,4,0,9,0,1.0,1,8,2.42,11756,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,2,2
138880,138880,40390390103,4039039,1,3,0,4,1,3,0,1.0,1,8,2.5,11756,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,2.0,2,2
138885,138885,40390390402,4039039,4,2,1,4,0,9,0,1.0,1,20,7.41,11756,0,2,1,19,11,,1,1,1,1,5,4,1,3,4.0,5.0,2,2
138886,138886,40390390403,4039039,4,3,0,4,1,3,0,1.0,1,30,6.79,11735,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,2
138897,138897,40391260202,4039126,2,2,1,2,0,14,0,1.0,1,145,69.83,11561,0,2,1,19,11,,1,1,1,1,1,1,1,5,6.0,6.0,2,2
138973,138973,40393840102,4039384,1,2,1,3,0,9,0,2.1,2,5,0.43,11783,0,2,1,19,11,,1,1,1,1,1,1,2,1,1.0,1.0,4,2
138974,138974,40393840103,4039384,1,3,0,3,0,19,0,1.0,1,10,1.41,11783,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,2.0,4,2
138975,138975,40393840104,4039384,1,4,0,3,1,3,0,1.0,1,10,1.41,11758,0,2,1,19,11,,1,1,1,2,2,2,1,2,1.0,2.0,4,2
138976,138976,40393840105,4039384,1,5,1,3,0,9,0,1.0,1,5,0.43,11783,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,4,2
138977,138977,40393840106,4039384,1,6,0,3,1,3,0,1.0,1,5,0.43,11783,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,1.0,4,2
138978,138978,40393840202,4039384,2,2,1,3,0,9,0,1.0,1,15,0.0,11783,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,4,2
138979,138979,40393840203,4039384,2,3,0,3,1,3,0,1.0,1,15,0.0,11735,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,2
138980,138980,40393840204,4039384,2,4,1,3,0,9,0,1.0,1,15,0.0,11783,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,2
138981,138981,40393840205,4039384,2,5,0,3,1,3,0,1.0,1,15,0.0,11735,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,4,2
138998,138998,40394790202,4039479,2,2,1,2,0,9,0,7.0,1,123,28.11,11563,1,2,1,6,3,4.0,2,2,2,1,1,1,1,5,6.0,6.0,2,1
139015,139015,40396560102,4039656,1,2,1,3,0,20,0,7.0,1,115,25.32,11552,1,2,1,6,3,4.0,2,2,2,2,1,1,1,5,5.0,6.0,4,2
139114,139114,40402340102,4040234,1,2,1,3,0,16,0,1.0,1,13,2.46,11003,0,2,1,19,11,,1,1,1,2,2,2,1,2,2.0,3.0,3,2
139115,139115,40402340103,4040234,1,3,0,3,0,10,0,1.0,1,8,0.31,11530,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,3,2
139116,139116,40402340104,4040234,1,4,0,3,1,3,0,1.0,1,15,1.71,11003,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,2
139118,139118,40402340202,4040234,2,2,1,3,0,14,0,1.0,1,5,2.21,11003,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,2.0,3,2
139119,139119,40402340203,4040234,2,3,0,3,0,14,0,1.0,1,5,0.41,11003,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,3,2
139120,139120,40402340204,4040234,2,4,0,3,0,9,10,1.0,1,10,1.53,11003,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,3,2
139121,139121,40402340205,4040234,2,5,0,3,0,14,0,1.0,1,60,12.16,11003,0,2,1,19,11,,1,1,1,1,2,2,1,4,5.0,6.0,3,2
139122,139122,40402340206,4040234,2,6,0,3,1,3,0,1.0,1,30,13.68,11758,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,3,2
139123,139123,40402340207,4040234,2,7,1,3,0,5,0,2.1,2,20,7.74,11003,0,2,1,19,11,,1,1,1,2,3,3,2,3,3.0,4.0,3,2
139124,139124,40402340208,4040234,2,8,0,3,0,9,0,1.0,1,14,3.98,11040,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,3,2
139125,139125,40402340209,4040234,2,9,0,3,0,6,0,1.0,1,15,3.8,11003,0,2,1,19,11,,1,1,1,1,4,4,1,2,3.0,4.0,3,2
139126,139126,40402340210,4040234,2,10,0,3,1,3,0,2.1,2,24,7.48,11040,0,2,1,19,11,,1,1,1,2,4,4,2,3,3.0,4.0,3,2
139258,139258,40407070102,4040707,1,2,1,2,0,9,0,7.1,1,75,34.37,11793,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,2,2
139260,139260,40407070202,4040707,2,2,1,2,0,9,0,1.0,1,25,8.91,11793,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
139261,139261,40407070203,4040707,2,3,0,2,1,3,0,1.0,1,35,8.62,11590,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,2
139262,139262,40407150102,4040715,1,2,1,3,0,14,0,1.0,1,20,4.9,11554,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,2,2
139263,139263,40407150103,4040715,1,3,0,3,0,9,0,1.0,1,30,10.65,11530,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
139264,139264,40407150104,4040715,1,4,0,3,0,24,27,1.0,1,40,12.15,11598,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,2
139265,139265,40407150105,4040715,1,5,0,3,1,3,5,2.1,2,10,0.8,11554,0,2,1,19,11,,1,1,1,2,3,3,2,2,1.0,2.0,2,2
139268,139268,40407150202,4040715,2,2,1,3,0,9,10,1.0,1,25,12.42,11554,0,2,1,19,11,,1,1,1,1,5,4,1,3,5.0,6.0,2,2
139269,139269,40407150203,4040715,2,3,0,3,1,3,0,1.0,1,45,12.28,11598,0,2,1,19,11,,1,1,1,1,2,2,1,4,5.0,6.0,2,2
139429,139429,40414370102,4041437,1,2,1,2,0,9,0,1.0,1,60,9.13,11003,1,2,1,19,11,,1,1,1,1,1,1,1,4,4.0,5.0,4,2
139431,139431,40414370104,4041437,1,4,1,2,0,17,0,2.1,2,60,9.5,11003,0,2,1,19,11,,1,1,1,2,3,3,2,4,4.0,5.0,4,2
139432,139432,40414370105,4041437,1,5,0,2,1,14,3,1.0,1,75,8.54,11590,0,2,1,19,11,,1,1,1,1,3,3,1,4,4.0,5.0,4,2
139433,139433,40414370202,4041437,2,2,1,2,0,9,0,1.0,1,90,20.32,11003,1,2,1,19,11,,1,1,1,1,1,1,1,5,5.0,6.0,4,2
139435,139435,40414370204,4041437,2,4,0,2,1,3,0,1.0,1,25,3.25,11581,0,2,1,19,11,,1,1,1,2,3,3,1,3,2.0,3.0,4,2
139436,139436,40414490102,4041449,1,2,1,1,0,9,10,1.0,1,30,19.46,11003,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,2,1
139437,139437,40414490103,4041449,1,3,0,1,0,16,0,1.0,1,30,17.63,11803,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,1
139438,139438,40414490104,4041449,1,4,0,1,1,3,0,1.0,1,15,1.99,11010,0,2,1,19,11,,1,1,1,2,2,2,1,2,2.0,3.0,2,1
139444,139444,40414870102,4041487,1,2,1,2,0,9,10,1.0,1,30,0.0,11003,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
139445,139445,40414870103,4041487,1,3,0,2,1,3,0,1.0,1,36,0.0,11735,0,2,1,19,11,,1,1,1,1,4,4,1,3,5.0,6.0,4,3
139446,139446,40414870202,4041487,2,2,1,2,0,9,10,1.0,1,11,3.32,11003,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
139447,139447,40414870203,4041487,2,3,0,2,1,3,0,1.0,1,19,3.32,11001,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,3
139518,139518,40419390102,4041939,1,2,1,1,0,5,0,2.1,2,42,21.18,11579,1,2,1,19,11,,1,1,1,2,1,1,2,3,5.0,6.0,4,2
139520,139520,40419390104,4041939,1,4,0,1,0,9,0,1.0,1,30,17.98,11746,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,2
139521,139521,40419390105,4041939,1,5,0,1,0,9,0,1.0,1,85,40.68,11530,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,2
139522,139522,40419390106,4041939,1,6,0,1,1,3,0,1.0,1,65,43.2,11772,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,2
139583,139583,40423940102,4042394,1,2,1,1,0,9,0,1.0,1,35,14.41,11720,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
139584,139584,40423940103,4042394,1,3,0,1,1,3,0,1.0,1,39,14.75,11717,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
139749,139749,40435260102,4043526,1,2,1,2,0,9,0,1.0,1,30,17.77,11703,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,3,2
139750,139750,40435260103,4043526,1,3,0,2,1,3,0,1.0,1,30,15.32,11779,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,3,2
139751,139751,40435260202,4043526,2,2,1,2,0,9,0,1.0,1,30,0.0,11703,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,3,2
139752,139752,40435260203,4043526,2,3,0,2,1,1,0,1.0,1,30,0.0,11735,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,3,2
139799,139799,40438770102,4043877,1,2,1,2,0,9,10,1.0,1,20,11.29,11801,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,2
139800,139800,40438770103,4043877,1,3,0,2,1,3,0,1.0,1,21,11.88,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
139913,139913,40447090202,4044709,2,2,1,2,0,9,10,1.0,1,12,3.08,11717,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
139914,139914,40447090203,4044709,2,3,0,2,1,3,0,1.0,1,15,3.08,11722,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,4,3
139961,139961,40449190102,4044919,1,2,1,3,0,9,0,1.0,1,20,7.25,11720,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,2,2
139962,139962,40449190103,4044919,1,3,0,3,1,3,0,1.0,1,30,7.25,11733,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,2,2
139965,139965,40449190202,4044919,2,2,1,3,0,9,0,1.0,1,30,7.25,11720,0,2,1,19,11,,1,1,1,1,2,2,1,3,3.0,4.0,2,2
139966,139966,40449190203,4044919,2,3,0,3,1,3,0,1.0,1,20,7.25,11733,0,2,1,19,11,,1,1,1,1,4,4,1,3,3.0,4.0,2,2
139971,139971,40449330202,4044933,2,2,1,3,0,9,10,1.0,1,15,4.03,11706,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,9,2
139972,139972,40449330203,4044933,2,3,0,3,1,3,0,1.0,1,30,4.03,11788,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,9,2
139973,139973,40449450102,4044945,1,2,1,7,0,9,0,1.0,1,20,6.35,11554,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,3,2
139974,139974,40449450103,4044945,1,3,0,7,1,3,0,1.0,1,15,6.49,11758,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,3,2
140001,140001,40450470202,4045047,2,2,1,2,0,9,0,1.0,1,27,0.0,11717,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
140002,140002,40450470203,4045047,2,3,0,2,1,3,0,1.0,1,30,0.0,11735,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,2,2
140020,140020,40451850104,4045185,1,4,1,1,0,14,0,1.0,1,30,13.13,11003,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,1
140021,140021,40451850105,4045185,1,5,0,1,0,14,0,1.0,1,39,22.36,11783,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,1
140022,140022,40451850106,4045185,1,6,0,1,1,3,0,1.0,1,50,36.18,11769,0,2,1,19,11,,1,1,1,1,4,4,1,4,6.0,6.0,2,1
140104,140104,40454850102,4045485,1,2,1,5,0,9,0,1.0,1,30,0.0,11756,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,4,3
140105,140105,40454850103,4045485,1,3,0,5,1,3,7,1.0,1,15,0.0,11735,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,3
140106,140106,40454850104,4045485,1,4,1,5,0,9,0,1.0,1,17,0.0,11756,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,3
140107,140107,40454850105,4045485,1,5,0,5,1,3,1,1.0,1,60,0.0,11735,0,2,1,19,11,,1,1,1,1,3,3,1,4,3.0,4.0,4,3
140110,140110,40454850202,4045485,2,2,1,5,0,9,0,1.0,1,25,15.94,11756,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
140111,140111,40454850203,4045485,2,3,0,5,0,27,0,1.0,1,45,19.57,11746,0,2,1,19,11,,1,1,1,1,2,2,1,4,5.0,6.0,4,3
140112,140112,40454850204,4045485,2,4,0,5,1,3,0,1.0,1,11,4.62,11566,0,2,1,19,11,,1,1,1,2,3,3,1,2,3.0,4.0,4,3
140117,140117,40454850304,4045485,3,4,1,5,0,9,0,1.0,1,23,14.87,11756,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,3
140118,140118,40454850305,4045485,3,5,0,5,1,3,0,1.0,1,32,14.56,11746,0,2,1,19,11,,1,1,1,1,4,4,1,3,4.0,5.0,4,3
140145,140145,40456900102,4045690,1,2,1,1,0,9,0,1.0,1,41,10.61,11803,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,3,1
140146,140146,40456900103,4045690,1,3,0,1,0,22,0,1.0,1,20,5.68,11530,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,3,1
140147,140147,40456900104,4045690,1,4,0,1,1,3,0,1.0,1,15,5.62,11756,0,2,1,19,11,,1,1,1,2,3,3,1,2,3.0,4.0,3,1
140243,140243,40462710102,4046271,1,2,1,2,0,16,0,1.0,1,5,0.55,11746,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,1.0,4,2
140244,140244,40462710103,4046271,1,3,0,2,0,16,0,1.0,1,5,1.18,11746,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,4,2
140245,140245,40462710104,4046271,1,4,0,2,0,10,0,1.0,1,15,1.18,11746,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,2.0,4,2
140246,140246,40462710105,4046271,1,5,0,2,1,3,0,1.0,1,5,0.55,11746,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,1.0,4,2
140363,140363,40470000102,4047000,1,2,1,1,0,9,0,1.0,1,90,18.45,11003,1,2,1,19,11,,1,1,1,1,5,4,1,5,5.0,6.0,2,2
140578,140578,40477270202,4047727,2,2,1,4,0,9,10,1.0,1,5,1.14,11710,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,4,2
140579,140579,40477270203,4047727,2,3,0,4,1,3,0,1.0,1,5,1.14,11710,0,2,1,19,11,,1,1,1,1,4,4,1,1,2.0,3.0,4,2
140638,140638,40478350102,4047835,1,2,1,2,0,20,0,1.0,1,2,0.67,11715,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,2,2
140639,140639,40478350103,4047835,1,3,0,2,0,9,0,1.0,1,30,16.73,11715,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,2,2
140640,140640,40478350104,4047835,1,4,0,2,1,3,0,1.0,1,31,16.79,11777,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,2,2
140950,140950,40497490102,4049749,1,2,1,4,0,9,10,1.0,1,20,10.47,11566,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,3
140951,140951,40497490103,4049749,1,3,0,4,0,6,0,1.0,1,22,9.23,11501,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,3
140952,140952,40497490104,4049749,1,4,0,4,1,3,0,2.1,3,3,0.39,11566,0,2,1,19,11,,1,1,1,2,3,3,3,1,1.0,1.0,4,3
140970,140970,40497490406,4049749,4,6,1,4,0,9,0,1.0,1,35,16.96,11566,1,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
141123,141123,40506220102,4050622,1,2,1,5,0,9,0,7.1,1,85,32.12,11797,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,4,2
141252,141252,40513370202,4051337,2,2,1,4,0,14,0,1.0,1,35,9.83,11579,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,3
141253,141253,40513370203,4051337,2,3,0,4,0,9,0,1.0,1,30,16.05,11501,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
141254,141254,40513370204,4051337,2,4,0,4,1,3,0,1.0,1,25,16.71,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,3
141323,141323,40517650202,4051765,2,2,1,5,0,9,0,1.0,1,55,49.08,11003,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,3,3
141325,141325,40517650302,4051765,3,2,1,5,0,9,10,1.0,1,27,13.26,11003,1,2,1,19,11,,1,1,1,1,5,4,1,3,4.0,5.0,3,3
141505,141505,40522600102,4052260,1,2,1,3,0,9,0,1.0,1,30,10.68,11552,1,2,1,19,11,,1,1,1,1,5,4,1,3,4.0,5.0,3,3
141507,141507,40522600104,4052260,1,4,0,3,1,3,0,1.0,1,15,1.24,11552,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,3,3
141512,141512,40522600206,4052260,2,6,1,3,0,9,24,1.0,1,10,1.24,11552,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,3,3
141513,141513,40522600207,4052260,2,7,0,3,1,3,0,1.0,1,8,1.24,11552,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,3,3
141514,141514,40522600302,4052260,3,2,1,3,0,9,0,1.0,1,20,2.34,11552,0,2,1,19,11,,1,1,1,1,1,1,1,3,2.0,3.0,3,3
141515,141515,40522600303,4052260,3,3,0,3,1,3,0,1.0,1,20,2.34,11565,0,2,1,19,11,,1,1,1,1,3,3,1,3,2.0,3.0,3,3
141574,141574,40524260202,4052426,2,2,1,6,0,14,21,1.0,1,40,16.1,11772,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
141575,141575,40524260203,4052426,2,3,0,6,0,14,0,1.0,1,40,18.48,11725,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
141576,141576,40524260204,4052426,2,4,0,6,0,14,0,1.0,1,35,26.8,11772,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
141577,141577,40524260205,4052426,2,5,0,6,0,14,0,1.0,1,45,26.84,11901,0,2,1,19,11,,1,1,1,1,2,2,1,4,6.0,6.0,4,3
141578,141578,40524260206,4052426,2,6,0,6,0,14,0,1.0,1,15,5.22,11772,0,2,1,19,11,,1,1,1,1,2,2,1,2,3.0,4.0,4,3
141579,141579,40524260207,4052426,2,7,0,6,1,3,0,1.0,1,15,1.76,11705,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,4,3
141658,141658,40527460102,4052746,1,2,1,2,0,17,0,1.0,1,2,1.59,11793,0,2,1,19,11,,1,1,1,2,1,1,1,1,2.0,3.0,4,2
141659,141659,40527460103,4052746,1,3,0,2,0,9,0,1.0,1,12,9.05,11793,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,4,2
141660,141660,40527460104,4052746,1,4,0,2,0,16,17,1.0,1,8,2.5,11704,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
141661,141661,40527460105,4052746,1,5,0,2,0,9,0,1.0,1,7,2.58,11704,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,4,2
141662,141662,40527460106,4052746,1,6,0,2,1,3,0,1.0,1,26,10.79,11704,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
141666,141666,40527460202,4052746,2,2,1,2,0,9,0,7.1,1,89,31.67,11793,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,4,2
141716,141716,40530660102,4053066,1,2,1,4,0,9,0,1.0,1,24,22.04,11003,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
141717,141717,40530660103,4053066,1,3,0,4,0,97,0,1.0,1,28,19.58,11797,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
141718,141718,40530660104,4053066,1,4,0,4,1,3,0,1.0,1,12,2.05,11010,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,4,2
141914,141914,40543480104,4054348,1,4,1,5,0,9,0,1.0,1,22,10.72,11783,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,3
141915,141915,40543480105,4054348,1,5,0,5,1,3,0,1.0,1,24,10.98,11747,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,3
