,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
16815,16815,31424530105,3142453,1,5,0,1,0,8,19,1.0,1,3,0.47,11757,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,1.0,2,1
16816,16816,31424530106,3142453,1,6,0,1,1,3,0,1.0,1,5,0.85,11757,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,2.0,2,1
17125,17125,31467120102,3146712,1,2,1,4,0,14,0,7.1,1,129,61.15,11790,1,2,1,6,3,2.0,2,2,2,1,5,4,1,5,6.0,6.0,4,2
17207,17207,31470120102,3147012,1,2,1,1,0,9,0,1.0,1,21,10.0,11754,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,1
17208,17208,31470120103,3147012,1,3,0,1,1,3,0,1.0,1,34,10.0,11743,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,1
17231,17231,31476160102,3147616,1,2,1,4,0,9,0,1.0,1,12,2.31,11787,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
17232,17232,31476160103,3147616,1,3,0,4,1,3,0,1.0,1,17,2.31,11722,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,3
17352,17352,31488800102,3148880,1,2,1,1,0,9,0,1.0,1,25,17.56,11754,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,1
17353,17353,31488800103,3148880,1,3,0,1,0,16,0,1.0,1,15,0.0,11702,0,2,1,19,11,,1,1,1,1,2,2,1,2,4.0,5.0,4,1
17354,17354,31488800104,3148880,1,4,0,1,0,9,0,1.0,1,20,0.0,11747,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,4,1
17355,17355,31488800105,3148880,1,5,0,1,0,8,0,1.0,1,10,1.28,11702,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,2.0,4,1
17356,17356,31488800106,3148880,1,6,0,1,1,3,0,1.0,1,20,17.95,11704,0,2,1,19,11,,1,1,1,2,3,3,1,3,5.0,6.0,4,1
17362,17362,31490250102,3149025,1,2,1,2,0,9,0,7.0,1,122,58.06,11715,1,2,1,6,3,,2,2,2,1,1,1,1,5,6.0,6.0,4,2
17375,17375,31491100102,3149110,1,2,1,3,0,9,0,1.0,1,22,16.11,11733,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,3
17376,17376,31491100103,3149110,1,3,0,3,0,27,0,1.0,1,30,14.79,11746,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,4,3
17377,17377,31491100104,3149110,1,4,0,3,1,3,0,1.0,1,64,29.16,11732,0,2,1,19,11,,1,1,1,2,2,2,1,4,6.0,6.0,4,3
17585,17585,31510390102,3151039,1,2,1,4,0,9,0,1.0,1,20,12.87,11554,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,9,2
17586,17586,31510390103,3151039,1,3,0,4,1,3,0,1.0,1,17,13.52,11747,0,2,1,19,11,,1,1,1,1,3,3,1,2,4.0,5.0,9,2
17587,17587,31510390202,3151039,2,2,1,4,0,9,0,1.0,1,21,5.82,11554,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,9,2
17588,17588,31510390203,3151039,2,3,0,4,0,21,0,2.1,2,3,2.23,11550,0,2,1,19,11,,1,1,1,1,2,2,2,1,2.0,3.0,9,2
17589,17589,31510390204,3151039,2,4,0,4,0,9,0,1.0,1,3,2.23,11530,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,9,2
17590,17590,31510390205,3151039,2,5,0,4,1,3,0,1.0,1,20,5.88,11550,0,2,1,19,11,,1,1,1,1,3,3,1,3,3.0,4.0,9,2
18257,18257,31577680102,3157768,1,2,1,4,0,14,0,7.1,1,104,59.04,11772,1,2,1,6,3,2.0,2,2,2,1,5,4,1,5,6.0,6.0,4,3
18259,18259,31577680202,3157768,2,2,1,4,0,14,0,1.0,1,2,4.79,11772,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,4,3
18260,18260,31577680203,3157768,2,3,0,4,0,17,0,2.2,2,12,1.67,11772,0,2,1,17,10,,1,1,1,1,2,2,2,2,2.0,3.0,4,3
18261,18261,31577680204,3157768,2,4,0,4,0,19,0,2.2,2,8,3.41,11772,0,2,1,17,10,,1,1,1,2,3,3,2,1,2.0,3.0,4,3
18262,18262,31577680205,3157768,2,5,0,4,1,3,0,2.2,2,4,3.47,11772,0,2,1,17,10,,1,1,1,2,3,3,2,1,1.0,2.0,4,3
18709,18709,31619770102,3161977,1,2,1,3,0,9,0,7.1,1,94,28.4,11554,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,4,2
18783,18783,31622560202,3162256,2,2,1,3,0,14,0,1.0,1,175,0.0,11563,0,2,1,19,11,,1,1,1,1,5,4,1,5,6.0,6.0,4,3
18947,18947,31627460102,3162746,1,2,1,2,0,9,10,1.0,1,26,14.31,11901,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
18948,18948,31627460103,3162746,1,3,0,2,0,16,0,1.0,1,19,14.84,11978,0,2,1,19,11,,1,1,1,1,3,3,1,2,4.0,5.0,4,2
18949,18949,31627460104,3162746,1,4,0,2,1,3,0,1.0,1,6,2.77,11901,0,2,1,19,11,,1,1,1,2,3,3,1,1,2.0,3.0,4,2
18952,18952,31627460202,3162746,2,2,1,2,0,9,0,1.0,1,42,27.8,11901,0,2,1,19,11,,1,1,1,1,1,1,1,3,6.0,6.0,4,2
18953,18953,31627460203,3162746,2,3,0,2,0,9,9,8.1,1,56,1.05,11733,0,2,1,23,13,,5,3,97,1,2,2,1,4,1.0,1.0,4,2
18954,18954,31627460204,3162746,2,4,0,2,1,3,0,1.0,1,52,28.34,11733,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,2
19007,19007,31630090202,3163009,2,2,1,2,0,9,0,1.0,1,15,4.22,11758,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,9,2
19008,19008,31630090203,3163009,2,3,0,2,1,3,0,1.0,1,80,5.3,11710,0,2,1,19,11,,1,1,1,1,2,2,1,4,3.0,4.0,9,2
19114,19114,31633520202,3163352,2,2,1,2,0,9,10,1.0,1,30,5.43,11766,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
19115,19115,31633520203,3163352,2,3,0,2,1,3,0,1.0,1,30,5.43,11727,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,2,2
19356,19356,31644930102,3164493,1,2,1,2,0,9,0,1.0,1,45,25.21,11787,0,2,1,19,11,,1,1,1,1,1,1,1,4,6.0,6.0,4,2
19357,19357,31644930103,3164493,1,3,0,2,1,3,0,1.0,1,40,25.54,11501,0,2,1,19,11,,1,1,1,1,3,3,1,3,6.0,6.0,4,2
19361,19361,31644930202,3164493,2,2,1,2,0,9,0,1.0,1,44,28.4,11787,0,2,1,19,11,,1,1,1,1,1,1,1,3,6.0,6.0,4,2
19362,19362,31644930203,3164493,2,3,0,2,1,3,0,1.0,1,34,28.35,11566,0,2,1,19,11,,1,1,1,1,3,3,1,3,6.0,6.0,4,2
19381,19381,31646010102,3164601,1,2,0,3,0,9,0,7.1,1,230,0.0,11501,1,2,1,6,3,2.0,2,2,2,1,5,4,1,5,6.0,6.0,4,3
19383,19383,31646010202,3164601,2,2,1,3,0,9,0,1.0,1,150,38.82,11010,0,2,1,19,11,,1,1,1,1,5,4,1,5,6.0,6.0,4,3
19385,19385,31646010302,3164601,3,2,1,3,0,14,0,7.1,1,90,24.85,11010,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,5.0,6.0,4,3
19477,19477,31651050102,3165105,1,2,1,2,0,9,0,7.1,2,108,53.67,11730,1,2,1,6,3,2.0,2,2,2,1,1,1,2,5,6.0,6.0,4,2
19479,19479,31651050202,3165105,2,2,1,2,0,9,0,7.2,2,100,53.05,11730,1,2,1,6,3,3.0,2,2,2,1,1,1,2,5,6.0,6.0,4,2
19481,19481,31651810102,3165181,1,2,1,1,0,9,0,1.0,1,45,13.15,11581,1,2,1,19,11,,1,1,1,1,1,1,1,4,4.0,5.0,2,1
19639,19639,31657240202,3165724,2,2,1,4,0,9,0,7.1,1,85,0.0,11801,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,4,3
19781,19781,31667880102,3166788,1,2,1,2,0,9,0,1.0,1,19,2.33,11706,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,1,1
19782,19782,31667880103,3166788,1,3,0,2,0,16,0,1.0,1,5,1.5,11706,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,1,1
19783,19783,31667880104,3166788,1,4,0,2,0,14,0,1.0,1,20,1.5,11706,0,2,1,19,11,,1,1,1,1,2,2,1,3,1.0,2.0,1,1
19784,19784,31667880105,3166788,1,5,0,2,0,9,0,1.0,1,15,0.55,11706,0,2,1,19,11,,1,1,1,1,2,2,1,2,1.0,1.0,1,1
19785,19785,31667880106,3166788,1,6,0,2,0,6,0,1.0,1,10,1.5,11706,0,2,1,19,11,,1,1,1,1,3,3,1,2,1.0,2.0,1,1
19786,19786,31667880107,3166788,1,7,0,2,1,3,0,2.1,2,25,0.95,11706,0,2,1,19,11,,1,1,1,2,3,3,2,3,1.0,2.0,1,1
19914,19914,31670890202,3167089,2,2,1,2,0,21,0,7.1,1,126,0.0,11566,1,2,1,6,3,2.0,2,2,2,2,1,1,1,5,6.0,6.0,2,1
20245,20245,31691600102,3169160,1,2,1,2,0,9,0,1.0,1,16,1.3,11570,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,2
20273,20273,31692440102,3169244,1,2,1,2,0,14,9,1.0,1,21,0.0,11757,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,1
20274,20274,31692440103,3169244,1,3,0,2,1,1,3,1.0,1,38,0.0,11735,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,1
20321,20321,31693290202,3169329,2,2,1,4,0,9,0,1.0,1,25,7.9,11545,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,2
20322,20322,31693290203,3169329,2,3,0,4,0,23,0,1.0,1,40,9.09,11530,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,2,2
20323,20323,31693290204,3169329,2,4,0,4,1,3,0,1.0,1,5,1.75,11545,0,2,1,19,11,,1,1,1,2,3,3,1,1,1.0,2.0,2,2
20406,20406,31697210102,3169721,1,2,1,1,0,9,0,7.1,1,95,37.01,11746,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,9,1
21620,21620,31763260102,3176326,1,2,1,1,0,9,0,1.0,1,20,10.01,11725,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,9,2
21621,21621,31763260103,3176326,1,3,0,1,0,21,0,2.1,2,30,15.21,11747,0,2,1,19,11,,1,1,1,1,2,2,2,3,5.0,6.0,9,2
21622,21622,31763260104,3176326,1,4,0,1,0,9,0,1.0,1,30,14.94,11040,0,2,1,19,11,,1,1,1,1,2,2,1,3,5.0,6.0,9,2
21623,21623,31763260105,3176326,1,5,0,1,1,3,0,1.0,1,20,10.11,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,9,2
21697,21697,31765620102,3176562,1,2,1,3,0,27,0,1.0,1,61,0.5,11722,0,2,1,19,11,,1,1,1,2,1,1,1,4,1.0,2.0,2,3
21698,21698,31765620103,3176562,1,3,0,3,0,9,0,1.0,1,7,2.64,11788,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,2,3
21699,21699,31765620104,3176562,1,4,0,3,0,21,0,1.0,1,8,4.04,11788,0,2,1,19,11,,1,1,1,1,2,2,1,1,2.0,3.0,2,3
21700,21700,31765620105,3176562,1,5,0,3,0,9,0,1.0,1,11,4.04,11788,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,2,3
21701,21701,31765620106,3176562,1,6,0,3,1,3,0,1.0,1,7,2.63,11788,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,2,3
21702,21702,31765620202,3176562,2,2,1,3,0,9,0,1.0,1,20,10.54,11722,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,3
21703,21703,31765620203,3176562,2,3,0,3,0,19,0,1.0,1,24,9.16,11731,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,3
21704,21704,31765620204,3176562,2,4,0,3,1,3,0,1.0,1,28,5.3,11787,0,2,1,19,11,,1,1,1,2,2,2,1,3,4.0,5.0,2,3
21826,21826,31769900202,3176990,2,2,1,3,0,9,0,1.0,1,30,12.99,11746,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,3
21827,21827,31769900203,3176990,2,3,0,3,1,3,0,1.0,1,30,11.93,11722,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,3
21830,21830,31770710102,3177071,1,2,1,2,0,9,0,1.0,1,8,1.2,11801,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,2.0,2,1
21831,21831,31770710103,3177071,1,3,0,2,0,9,0,1.0,1,24,4.12,11801,0,2,1,19,11,,1,1,1,1,2,2,1,3,3.0,4.0,2,1
21832,21832,31770710104,3177071,1,4,0,2,1,3,0,1.0,1,16,4.79,11803,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,2,1
21833,21833,31770710202,3177071,2,2,1,2,0,10,0,7.0,1,135,26.44,11801,1,2,1,6,3,4.0,2,2,2,1,2,2,1,5,6.0,6.0,2,1
21873,21873,31771760102,3177176,1,2,1,2,0,14,0,1.0,1,45,9.12,11756,0,2,1,19,11,,1,1,1,1,1,1,1,4,4.0,5.0,4,3
21874,21874,31771760103,3177176,1,3,0,2,1,3,0,1.0,1,65,9.35,11040,0,2,1,19,11,,1,1,1,1,3,3,1,4,4.0,5.0,4,3
22512,22512,31799390202,3179939,2,2,1,2,0,9,0,1.0,1,38,18.92,11510,0,2,1,19,11,,1,1,1,1,1,1,1,3,5.0,6.0,4,2
22513,22513,31799390203,3179939,2,3,0,2,1,3,0,1.0,1,33,18.68,11050,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,2
22585,22585,31801870102,3180187,1,2,1,1,0,9,0,1.0,1,3,1.18,11796,0,2,1,19,11,,1,1,1,1,1,1,1,1,1.0,1.0,3,2
22586,22586,31801870103,3180187,1,3,0,1,0,23,0,1.0,1,7,0.58,11782,0,2,1,19,11,,1,1,1,1,2,2,1,1,1.0,1.0,3,2
22587,22587,31801870104,3180187,1,4,0,1,0,16,19,1.0,1,4,0.58,11782,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,3,2
22588,22588,31801870105,3180187,1,5,0,1,1,3,19,1.0,1,11,1.18,11782,0,2,1,19,11,,1,1,1,2,3,3,1,2,1.0,2.0,3,2
22976,22976,31817970106,3181797,1,6,1,5,0,14,0,1.0,1,60,35.24,11705,0,2,1,19,11,,1,1,1,1,3,3,1,4,6.0,6.0,4,3
22977,22977,31817970107,3181797,1,7,0,5,1,3,0,1.0,1,60,35.99,11530,0,2,1,19,11,,1,1,1,1,4,4,1,4,6.0,6.0,4,3
22978,22978,31817970202,3181797,2,2,1,5,0,9,0,2.2,2,60,28.6,11705,0,2,1,17,10,,1,1,1,1,5,4,2,4,6.0,6.0,4,3
22979,22979,31817970203,3181797,2,3,0,5,1,3,0,2.2,2,70,27.71,11791,0,2,1,17,10,,1,1,1,1,2,2,2,4,6.0,6.0,4,3
22980,22980,31817970302,3181797,3,2,1,5,0,9,0,1.0,1,32,21.35,11705,0,2,1,19,11,,1,1,1,1,5,4,1,3,5.0,6.0,4,3
22981,22981,31817970303,3181797,3,3,0,5,1,3,0,1.0,1,39,21.31,11757,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,3
22982,22982,31817970402,3181797,4,2,1,5,0,5,0,2.1,2,7,1.7,11705,0,2,1,19,11,,1,1,1,2,1,1,2,1,1.0,2.0,4,3
22983,22983,31817970403,3181797,4,3,0,5,0,9,0,1.0,1,12,4.0,11705,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,4,3
22984,22984,31817970404,3181797,4,4,0,5,1,3,0,1.0,1,13,3.2,11741,0,2,1,19,11,,1,1,1,1,3,3,1,2,2.0,3.0,4,3
23211,23211,31827600102,3182760,1,2,1,6,0,9,0,7.1,1,74,40.88,11757,1,2,1,6,3,2.0,2,2,2,1,1,1,1,4,6.0,6.0,3,3
23213,23213,31827600202,3182760,2,2,1,6,0,9,10,1.0,1,10,5.2,11757,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,3,3
23214,23214,31827600203,3182760,2,3,0,6,0,5,0,1.0,1,8,3.49,11735,0,2,1,19,11,,1,1,1,1,3,3,1,1,2.0,3.0,3,3
23215,23215,31827600204,3182760,2,4,0,6,1,3,0,1.0,1,10,1.88,11701,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,3,3
23226,23226,31827600402,3182760,4,2,1,6,0,9,10,2.2,2,13,2.34,11757,0,2,1,17,10,,1,1,1,1,3,3,2,2,2.0,3.0,3,3
23227,23227,31827600403,3182760,4,3,0,6,1,3,0,2.2,2,10,2.34,11758,0,2,1,17,10,,1,1,1,1,4,4,2,2,2.0,3.0,3,3
23360,23360,31833510102,3183351,1,2,1,1,0,9,0,1.0,1,30,14.19,11754,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,1
23361,23361,31833510103,3183351,1,3,0,1,0,16,0,1.0,1,25,14.73,11777,0,2,1,19,11,,1,1,1,1,4,4,1,3,5.0,6.0,2,1
23362,23362,31833510104,3183351,1,4,0,1,1,3,0,1.0,1,7,0.58,11787,0,2,1,19,11,,1,1,1,2,4,4,1,1,2.0,3.0,2,1
23461,23461,31836780102,3183678,1,2,1,1,0,9,0,1.0,1,85,66.46,11968,0,2,1,19,11,,1,1,1,1,5,4,1,4,6.0,6.0,3,2
23462,23462,31836780103,3183678,1,3,0,1,0,16,0,1.0,1,20,5.88,11568,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,3,2
23463,23463,31836780104,3183678,1,4,0,1,1,3,0,1.0,1,70,62.67,11803,0,2,1,19,11,,1,1,1,2,3,3,1,4,6.0,6.0,3,2
23508,23508,31839790104,3183979,1,4,1,3,0,9,0,1.0,1,20,0.0,11747,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,4,3
23509,23509,31839790105,3183979,1,5,0,3,1,3,0,1.0,1,25,0.0,11545,0,2,1,19,11,,1,1,1,1,4,4,1,3,5.0,6.0,4,3
23519,23519,31839830109,3183983,1,9,1,2,0,9,0,1.0,1,11,4.68,11580,1,2,1,19,11,,1,1,1,1,4,4,1,2,3.0,4.0,4,2
23682,23682,31848050102,3184805,1,2,1,3,0,9,0,1.0,1,16,15.77,11743,0,2,1,19,11,,1,1,1,1,5,4,1,2,5.0,6.0,2,2
23683,23683,31848050103,3184805,1,3,0,3,0,14,0,2.2,2,91,17.39,11576,0,2,1,17,10,,1,1,1,1,1,1,2,5,5.0,6.0,2,2
23684,23684,31848050104,3184805,1,4,0,3,0,14,0,2.2,2,12,2.49,11557,0,2,1,17,10,,1,1,1,1,1,1,2,2,2.0,3.0,2,2
23685,23685,31848050105,3184805,1,5,0,3,0,14,0,2.2,2,93,18.64,11580,0,2,1,17,10,,1,1,1,1,1,1,2,5,5.0,6.0,2,2
23686,23686,31848050106,3184805,1,6,0,3,0,9,0,2.2,2,52,3.79,11545,0,2,1,17,10,,1,1,1,1,3,3,2,4,3.0,4.0,2,2
23687,23687,31848050107,3184805,1,7,0,3,1,3,0,1.0,1,22,19.11,11576,0,2,1,19,11,,1,1,1,1,3,3,1,3,5.0,6.0,2,2
23799,23799,31852490302,3185249,3,2,1,3,0,14,0,1.0,1,30,10.09,11801,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,1,1
23800,23800,31852490303,3185249,3,3,0,3,0,25,0,1.0,1,30,5.01,11530,0,2,1,19,11,,1,1,1,1,2,2,1,3,3.0,4.0,1,1
23801,23801,31852490304,3185249,3,4,0,3,0,17,0,1.0,1,30,6.96,11756,0,2,1,19,11,,1,1,1,2,3,3,1,3,3.0,4.0,1,1
23802,23802,31852490305,3185249,3,5,0,3,1,3,0,1.0,1,15,0.83,11803,0,2,1,19,11,,1,1,1,2,3,3,1,2,1.0,1.0,1,1
23912,23912,31855510202,3185551,2,2,1,2,0,9,0,1.0,1,11,5.61,11727,0,2,1,19,11,,1,1,1,1,1,1,1,2,2.0,3.0,2,2
23913,23913,31855510203,3185551,2,3,0,2,0,96,0,1.0,1,376,0.94,11776,0,2,1,19,11,,1,1,1,1,1,1,1,5,1.0,1.0,2,2
23914,23914,31855510204,3185551,2,4,0,2,1,3,0,1.0,1,15,5.61,11776,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,2,2
23915,23915,31855630102,3185563,1,2,1,3,0,9,10,1.0,1,26,8.15,11776,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,3
23916,23916,31855630103,3185563,1,3,0,3,0,16,17,1.0,1,18,6.29,11780,0,2,1,19,11,,1,1,1,1,3,3,1,2,3.0,4.0,4,3
23917,23917,31855630104,3185563,1,4,0,3,1,3,0,1.0,1,13,3.67,11720,0,2,1,19,11,,1,1,1,2,3,3,1,2,2.0,3.0,4,3
23934,23934,31856330102,3185633,1,2,1,4,0,9,0,1.0,1,45,11.81,11575,1,2,1,19,11,,1,1,1,1,1,1,1,4,4.0,5.0,3,2
23942,23942,31856470102,3185647,1,2,1,1,0,19,0,1.0,1,3,0.38,11803,0,2,1,19,11,,1,1,1,2,1,1,1,1,1.0,2.0,2,1
23943,23943,31856470103,3185647,1,3,0,1,0,14,0,1.0,1,20,7.95,11803,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,2,1
23944,23944,31856470104,3185647,1,4,0,1,0,9,0,1.0,1,4,2.28,11746,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,2,1
23945,23945,31856470105,3185647,1,5,0,1,1,3,0,1.0,1,20,7.35,11743,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,2,1
24031,24031,31859180202,3185918,2,2,1,2,0,6,0,1.0,1,8,2.91,11756,0,2,1,19,11,,1,1,1,2,2,2,1,1,1.0,2.0,9,3
24032,24032,31859180203,3185918,2,3,0,2,0,21,0,2.1,2,5,1.6,11756,0,2,1,19,11,,1,1,1,2,2,2,2,1,2.0,3.0,9,3
24033,24033,31859180204,3185918,2,4,0,2,0,5,0,2.1,2,15,2.91,11801,0,2,1,19,11,,1,1,1,2,2,2,2,2,2.0,3.0,9,3
24034,24034,31859180205,3185918,2,5,0,2,0,9,0,1.0,1,29,5.75,11756,0,2,1,19,11,,1,1,1,1,2,2,1,3,3.0,4.0,9,3
24035,24035,31859180206,3185918,2,6,0,2,1,3,0,1.0,1,30,6.55,11590,0,2,1,19,11,,1,1,1,1,4,4,1,3,3.0,4.0,9,3
24045,24045,31861290102,3186129,1,2,1,4,0,9,0,2.2,2,10,2.42,11590,0,2,1,17,10,,1,1,1,1,1,1,2,2,2.0,3.0,2,3
24046,24046,31861290103,3186129,1,3,0,4,0,10,14,1.0,1,18,12.55,11801,0,2,1,19,11,,1,1,1,1,1,1,1,2,4.0,5.0,2,3
24047,24047,31861290104,3186129,1,4,0,4,0,9,0,1.0,1,30,12.06,11758,0,2,1,19,11,,1,1,1,1,2,2,1,3,4.0,5.0,2,3
24048,24048,31861290105,3186129,1,5,0,4,0,10,14,2.2,2,90,28.42,11801,1,2,1,17,10,,1,1,1,1,2,2,2,5,6.0,6.0,2,3
24050,24050,31861290107,3186129,1,7,0,4,1,3,0,2.2,2,5,2.42,11801,0,2,1,17,10,,1,1,1,1,3,3,2,1,2.0,3.0,2,3
24051,24051,31861290202,3186129,2,2,1,4,0,9,0,2.1,2,10,2.42,11590,0,2,1,19,11,,1,1,1,1,1,1,2,2,2.0,3.0,2,3
24052,24052,31861290203,3186129,2,3,0,4,0,10,14,2.1,2,90,28.42,11801,1,2,1,19,11,,1,1,1,1,2,2,2,5,6.0,6.0,2,3
24054,24054,31861290205,3186129,2,5,0,4,1,3,0,2.1,2,5,2.42,11801,0,2,1,19,11,,1,1,1,1,3,3,2,1,2.0,3.0,2,3
24122,24122,31864250102,3186425,1,2,1,4,0,9,0,1.0,1,7,2.01,11740,0,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,4,2
24123,24123,31864250103,3186425,1,3,0,4,1,3,0,1.0,1,10,2.01,11743,0,2,1,19,11,,1,1,1,1,2,2,1,2,2.0,3.0,4,2
24131,24131,31864250402,3186425,4,2,1,4,0,5,0,2.1,2,5,2.01,11740,0,2,1,19,11,,1,1,1,2,1,1,2,1,2.0,3.0,4,2
24132,24132,31864250403,3186425,4,3,0,4,0,9,0,1.0,1,54,25.94,11740,0,2,1,19,11,,1,1,1,1,1,1,1,4,5.0,6.0,4,2
24133,24133,31864250404,3186425,4,4,0,4,1,3,0,1.0,1,60,22.17,11030,0,2,1,19,11,,1,1,1,1,3,3,1,4,5.0,6.0,4,2
24145,24145,31865270102,3186527,1,2,1,4,0,9,10,1.0,1,17,0.0,11727,0,2,1,19,11,,1,1,1,1,1,1,1,2,3.0,4.0,4,2
24146,24146,31865270103,3186527,1,3,0,4,0,8,0,1.0,1,5,0.77,11776,0,2,1,19,11,,1,1,1,1,3,3,1,1,1.0,2.0,4,2
24147,24147,31865270104,3186527,1,4,0,4,1,3,0,1.0,1,18,0.0,11776,0,2,1,19,11,,1,1,1,2,3,3,1,2,3.0,4.0,4,2
24388,24388,31877850202,3187785,2,2,1,3,0,9,0,7.1,1,120,0.0,11733,1,2,1,6,3,2.0,2,2,2,1,1,1,1,5,6.0,6.0,4,2
24396,24396,31878060102,3187806,1,2,1,4,0,5,0,2.1,2,30,5.69,11563,0,2,1,19,11,,1,1,1,2,1,1,2,3,3.0,4.0,4,2
24397,24397,31878060103,3187806,1,3,0,4,0,9,0,1.0,1,5,2.1,11096,1,2,1,19,11,,1,1,1,1,1,1,1,1,2.0,3.0,4,2
24399,24399,31878060105,3187806,1,5,0,4,1,3,0,2.1,2,35,5.82,11096,0,2,1,19,11,,1,1,1,2,2,2,2,3,3.0,4.0,4,2
24402,24402,31878060202,3187806,2,2,1,4,0,5,0,2.1,2,10,2.23,11563,0,2,1,19,11,,1,1,1,2,1,1,2,2,2.0,3.0,4,2
24403,24403,31878060203,3187806,2,3,0,4,0,9,0,1.0,1,25,8.81,11518,0,2,1,19,11,,1,1,1,1,1,1,1,3,4.0,5.0,4,2
24404,24404,31878060204,3187806,2,4,0,4,1,3,0,1.0,1,30,6.47,11530,0,2,1,19,11,,1,1,1,1,3,3,1,3,4.0,5.0,4,2
24527,24527,31884700202,3188470,2,2,1,2,0,9,0,7.1,1,80,0.0,11710,1,2,1,6,3,2.0,2,2,2,1,5,4,1,4,6.0,6.0,9,2
24571,24571,31887790102,3188779,1,2,1,1,0,14,0,1.0,1,20,6.27,11776,0,2,1,19,11,,1,1,1,1,1,1,1,3,3.0,4.0,2,1
