,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,OTPURP,DTPURP,OTPURP_AGG,DTPURP_AGG,DTPURP2,LTMODE_AGG,MODE_SAMP,TOTTR,TRPDUR,TRPDIST_HN,TRPDUR_HN,OZIP,DZIP,HZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORK_PURP,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
676,676,30030040308,3003004,3,8,0,4,0,9,10,1,1,25,9.0,7.0,1,17,4.38,11.12,11795,11704,11795,0,2,1,1,1,,3,2,2,1,1,3,3,1,2,3.0,4.0,4,2
677,677,30030040309,3003004,3,9,0,4,1,10,3,1,0,0,9.0,7.0,1,23,3.84,9.45,11704,11795,11795,0,2,1,1,1,,3,2,2,1,1,3,3,1,3,4.0,5.0,4,2
681,681,30030340102,3003034,1,2,1,1,0,3,9,0,1,0,7.1,1.1,1,75,26.83,54.33,11510,10017,11510,1,2,1,6,3,2.0,2,2,2,1,1,1,1,1,4,6.0,6.0,3,1
682,682,30030340105,3003034,1,5,0,1,1,9,3,1,0,0,7.1,1.1,1,90,25.59,52.54,10017,11510,11510,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,6.0,6.0,3,1
834,834,30034210102,3003421,1,2,1,3,0,3,9,0,1,0,1.0,9.0,1,20,12.01,19.34,11803,11725,11803,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,3
835,835,30034210103,3003421,1,3,0,3,1,9,3,1,0,0,1.0,9.0,1,20,11.96,19.45,11725,11803,11803,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,4,3
838,838,30034210205,3003421,2,5,1,3,0,3,9,0,1,0,1.0,9.0,1,22,6.21,16.19,11803,11746,11803,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,3.0,4.0,4,3
839,839,30034210206,3003421,2,6,0,3,1,9,3,1,0,0,1.0,9.0,1,34,6.21,15.96,11746,11803,11803,0,2,1,19,11,,1,1,1,1,1,4,4,1,3,3.0,4.0,4,3
982,982,30039400102,3003940,1,2,1,2,0,3,9,0,1,0,1.0,9.0,1,35,13.76,25.65,11710,11040,11566,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,2,2
983,983,30039400103,3003940,1,3,0,2,1,9,3,1,0,0,1.0,9.0,1,32,13.88,25.73,11040,11710,11566,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,2,2
1163,1163,30048290202,3004829,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,30,0.0,0.0,11566,11735,11566,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,3
1164,1164,30048290203,3004829,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,30,0.0,0.0,11735,11566,11566,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,4,3
1174,1174,30048340111,3004834,1,11,1,2,0,3,14,0,1,0,1.0,9.0,1,30,13.5,24.35,11769,11719,11769,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,2
1175,1175,30048340112,3004834,1,12,0,2,1,14,3,1,0,0,1.0,9.0,1,36,14.76,28.52,11719,11769,11769,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,2
1176,1176,30048340202,3004834,2,2,1,2,0,3,9,0,1,0,2.2,9.0,2,43,30.79,54.06,11769,11771,11769,0,2,1,17,10,,1,1,1,1,1,1,1,2,3,6.0,6.0,4,2
1177,1177,30048340203,3004834,2,3,0,2,1,9,3,1,0,0,2.2,9.0,2,50,30.49,49.23,11771,11769,11769,0,2,1,17,10,,1,1,1,1,1,2,2,2,4,6.0,6.0,4,2
1222,1222,30049180302,3004918,3,2,1,3,0,3,9,0,1,0,1.0,9.0,1,50,38.22,46.7,11949,11804,11949,0,2,1,19,11,,1,1,1,1,1,1,1,1,4,6.0,6.0,4,3
1223,1223,30049180303,3004918,3,3,0,3,0,9,23,1,9,0,1.0,9.0,1,30,16.89,24.93,11804,11788,11949,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,3
1224,1224,30049180304,3004918,3,4,0,3,1,23,3,9,0,0,1.0,9.0,1,45,22.06,28.03,11788,11949,11949,0,2,1,19,11,,1,1,1,1,2,3,3,1,4,6.0,6.0,4,3
1231,1231,30049700202,3004970,2,2,1,3,0,3,9,0,1,10,1.0,9.0,1,18,7.18,17.72,11746,11725,11746,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,4,2
1232,1232,30049700203,3004970,2,3,0,3,1,9,3,1,0,0,1.0,9.0,1,16,7.18,17.21,11725,11746,11746,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,4.0,5.0,4,2
1405,1405,30055930204,3005593,2,4,1,4,0,6,5,4,4,0,2.1,9.0,2,4,4.29,10.31,11716,11716,11769,0,2,1,19,11,,1,1,1,1,2,1,1,2,1,1.0,1.0,3,2
1406,1406,30055930205,3005593,2,5,0,4,0,5,9,4,1,0,1.0,9.0,1,30,21.28,37.77,11716,11747,11769,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,3,2
1407,1407,30055930206,3005593,2,6,0,4,1,9,3,1,0,0,1.0,9.0,1,41,20.14,31.74,11747,11716,11769,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,3,2
1432,1432,30057730102,3005773,1,2,1,3,0,3,9,0,1,0,7.1,1.1,1,79,27.3,48.4,11580,10023,11580,1,2,1,6,3,2.0,2,2,2,1,1,1,1,1,4,5.0,6.0,4,2
1433,1433,30057730106,3005773,1,6,0,3,1,9,3,1,0,0,7.1,1.1,1,90,27.4,45.29,10023,11580,11580,0,1,1,6,3,4.0,2,2,2,1,1,2,2,1,5,5.0,6.0,4,2
1434,1434,30057730302,3005773,3,2,1,3,0,3,9,0,1,0,3.0,6.0,1,45,4.92,13.97,11580,11570,11580,0,2,1,15,9,,3,2,2,1,1,2,2,1,4,3.0,4.0,4,2
1435,1435,30057730305,3005773,3,5,0,3,1,9,3,1,0,0,2.2,9.0,2,25,4.86,13.94,11570,11580,11580,0,2,1,17,10,,1,1,1,1,1,4,4,2,3,3.0,4.0,4,2
1511,1511,30062150102,3006215,1,2,1,3,0,3,5,0,4,0,2.1,9.0,2,17,3.88,11.96,11801,11590,11756,0,2,1,19,11,,1,1,1,1,2,1,1,2,2,2.0,3.0,4,2
1512,1512,30062150103,3006215,1,3,0,3,0,5,9,4,1,10,1.0,9.0,1,25,9.41,22.37,11590,11576,11756,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,2
1513,1513,30062150104,3006215,1,4,0,3,1,9,3,1,0,0,1.0,9.0,1,37,13.74,31.62,11576,11801,11756,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,4,2
1516,1516,30062150202,3006215,2,2,1,3,0,3,9,0,1,10,1.0,9.0,1,45,31.28,55.54,11801,10032,11756,1,2,1,19,11,,1,1,1,1,1,1,1,1,4,6.0,6.0,4,2
1517,1517,30062150203,3006215,2,3,0,3,1,9,3,1,0,0,1.0,9.0,1,60,30.76,54.25,10032,11801,11756,0,1,1,19,11,,1,1,1,1,1,2,2,1,4,6.0,6.0,4,2
2040,2040,30085550102,3008555,1,2,1,1,0,3,14,0,1,0,10.0,8.0,2,10,1.2,5.54,11561,11561,11561,0,2,1,5,2,,4,1,1,1,1,1,1,2,2,2.0,3.0,3,1
2041,2041,30085550103,3008555,1,3,0,1,0,14,14,1,1,0,7.0,1.0,1,59,25.94,66.23,11561,10001,11561,1,2,1,6,3,,2,2,2,1,1,1,1,1,4,6.0,6.0,3,1
2042,2042,30085550104,3008555,1,4,0,1,0,14,14,1,1,0,7.0,1.0,1,31,15.71,36.61,10001,11362,11561,1,1,1,6,3,,2,2,2,1,1,1,1,1,3,5.0,6.0,3,1
2043,2043,30085550105,3008555,1,5,0,1,0,14,14,1,1,0,7.0,1.0,1,31,15.79,38.83,11362,10001,11561,1,1,1,6,3,,2,2,2,1,1,1,1,1,3,5.0,6.0,3,1
2044,2044,30085550106,3008555,1,6,0,1,0,14,14,1,1,0,7.0,1.0,1,82,48.57,81.48,10001,11779,11561,0,1,1,6,3,,2,2,2,1,1,2,2,1,4,6.0,6.0,3,1
2045,2045,30085550107,3008555,1,7,0,1,0,14,14,1,1,0,7.0,1.0,1,82,48.52,84.39,11779,10001,11561,1,2,1,6,3,,2,2,2,1,1,2,2,1,4,6.0,6.0,3,1
2046,2046,30085550108,3008555,1,8,0,1,0,14,14,1,1,0,7.0,1.0,1,20,14.21,34.04,10001,11435,11561,1,1,1,6,3,,2,2,2,1,1,2,2,1,3,5.0,6.0,3,1
2047,2047,30085550109,3008555,1,9,0,1,0,14,14,1,1,0,7.0,1.0,1,19,13.9,34.17,11435,10001,11561,1,1,1,6,3,,2,2,2,1,1,2,2,1,2,5.0,6.0,3,1
2048,2048,30085550110,3008555,1,10,0,1,0,14,14,1,1,0,7.0,1.0,1,56,26.2,62.62,10001,11561,11561,0,1,1,6,3,,2,2,2,1,1,3,3,1,4,6.0,6.0,3,1
2049,2049,30085550111,3008555,1,11,0,1,1,14,3,1,0,0,3.0,6.0,1,23,1.2,5.54,11561,11561,11561,0,2,1,15,9,,3,2,2,1,1,3,3,1,3,2.0,3.0,3,1
2356,2356,30100570102,3010057,1,2,1,4,0,3,9,0,1,10,1.0,9.0,1,35,15.86,27.67,11740,11568,11743,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,2
2357,2357,30100570103,3010057,1,3,0,4,1,9,3,1,0,0,1.0,9.0,1,45,15.38,28.27,11568,11740,11743,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,5.0,6.0,4,2
2358,2358,30100570202,3010057,2,2,1,4,0,3,19,0,6,0,1.0,9.0,1,13,4.44,12.0,11740,11743,11743,0,2,1,19,11,,1,1,1,1,2,1,1,1,2,3.0,4.0,4,2
2359,2359,30100570203,3010057,2,3,0,4,0,19,16,6,5,0,1.0,9.0,1,9,0.66,0.0,11743,11743,11743,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,1.0,4,2
2360,2360,30100570204,3010057,2,4,0,4,0,16,9,5,1,10,1.0,9.0,1,3,0.66,0.0,11743,11743,11743,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,1.0,4,2
2361,2361,30100570205,3010057,2,5,0,4,1,9,3,1,0,0,1.0,9.0,1,14,4.44,11.97,11743,11740,11743,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,3.0,4.0,4,2
2403,2403,30101490102,3010149,1,2,1,3,0,3,9,0,1,0,1.0,9.0,1,45,11.28,23.74,11575,11427,11510,1,2,1,19,11,,1,1,1,1,1,1,1,1,4,4.0,5.0,4,3
2404,2404,30101490103,3010149,1,3,0,3,1,9,3,1,0,0,1.0,9.0,1,50,11.47,23.0,11427,11575,11510,0,1,1,19,11,,1,1,1,1,1,2,2,1,4,4.0,5.0,4,3
2507,2507,30106560102,3010656,1,2,1,1,0,3,14,0,1,0,1.0,9.0,1,12,11.6,21.11,11791,11793,11791,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,4,1
2508,2508,30106560103,3010656,1,3,0,1,0,14,18,1,5,0,1.0,9.0,1,14,6.5,11.96,11793,11803,11791,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,4,1
2509,2509,30106560104,3010656,1,4,0,1,0,18,20,5,6,0,1.0,9.0,1,57,14.82,24.95,11803,11725,11791,0,2,1,19,11,,1,1,1,1,2,1,1,1,4,5.0,6.0,4,1
2510,2510,30106560105,3010656,1,5,0,1,0,20,18,6,5,0,1.0,9.0,1,8,3.38,8.42,11725,11725,11791,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,2.0,3.0,4,1
2511,2511,30106560106,3010656,1,6,0,1,0,18,18,5,5,0,1.0,9.0,1,18,0.0,0.0,11725,11735,11791,0,2,1,19,11,,1,1,1,1,2,1,1,1,2,4.0,5.0,4,1
2512,2512,30106560107,3010656,1,7,0,1,1,18,3,5,0,0,1.0,9.0,1,16,0.0,0.0,11735,11791,11791,0,2,1,19,11,,1,1,1,1,2,2,2,1,2,4.0,5.0,4,1
2606,2606,30111420202,3011142,2,2,1,2,0,3,9,0,1,10,1.0,9.0,1,25,16.29,26.78,11703,11553,11703,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,2
2607,2607,30111420203,3011142,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,30,16.64,26.51,11553,11703,11703,0,2,1,19,11,,1,1,1,1,1,5,4,1,3,5.0,6.0,4,2
2709,2709,30116090308,3011609,3,8,1,3,0,3,9,0,1,0,1.0,9.0,1,34,20.54,37.82,11010,0,11010,1,2,1,19,11,,1,1,1,1,1,4,4,1,3,5.0,6.0,4,2
2896,2896,30125240202,3012524,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,21,15.38,27.76,11779,11703,11779,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,3,2
2897,2897,30125240203,3012524,2,3,0,2,0,9,19,1,6,0,8.1,11.0,1,5,0.81,0.0,11703,11703,11779,0,2,1,23,13,,5,3,97,1,1,3,3,1,1,1.0,1.0,3,2
2898,2898,30125240204,3012524,2,4,0,2,0,19,20,6,6,0,1.0,9.0,1,65,40.74,65.6,11703,11105,11779,1,2,1,19,11,,1,1,1,1,2,3,3,1,4,6.0,6.0,3,2
2899,2899,30125240206,3012524,2,6,0,2,1,20,3,6,0,0,1.0,9.0,1,60,46.81,71.93,11105,11779,11779,0,1,1,19,11,,1,1,1,1,2,4,4,1,4,6.0,6.0,3,2
3073,3073,30131690102,3013169,1,2,1,1,0,3,9,0,1,0,7.0,1.0,1,116,38.23,71.38,11746,10017,11746,1,2,1,6,3,4.0,2,2,2,1,1,1,1,1,5,6.0,6.0,4,1
3074,3074,30131690105,3013169,1,5,0,1,1,9,3,1,0,0,7.0,1.0,1,112,37.9,70.57,10017,11746,11746,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,6.0,6.0,4,1
3187,3187,30137940202,3013794,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,15,5.33,14.82,11714,11554,11714,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,1,1
3188,3188,30137940203,3013794,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,15,5.3,14.62,11554,11714,11714,0,2,1,19,11,,1,1,1,1,1,4,4,1,2,3.0,4.0,1,1
3294,3294,30142930102,3014293,1,2,1,3,0,3,5,0,4,0,2.2,9.0,2,25,5.64,14.78,11776,11720,11776,0,2,1,17,10,,1,1,1,1,2,1,1,2,3,3.0,4.0,4,3
3295,3295,30142930103,3014293,1,3,0,3,0,5,9,4,1,0,1.0,9.0,1,12,7.3,13.91,11720,11772,11776,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,4.0,5.0,4,3
3296,3296,30142930104,3014293,1,4,0,3,0,9,6,1,4,0,1.0,9.0,1,15,7.31,13.47,11772,11720,11776,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,4.0,5.0,4,3
3297,3297,30142930105,3014293,1,5,0,3,0,6,16,4,5,0,2.2,9.0,2,25,5.31,13.63,11720,11776,11776,0,2,1,17,10,,1,1,1,1,2,2,2,2,3,4.0,5.0,4,3
3298,3298,30142930106,3014293,1,6,0,3,1,16,3,5,0,0,2.2,9.0,2,10,3.01,7.85,11776,11776,11776,0,2,1,17,10,,1,1,1,1,2,2,2,2,2,2.0,3.0,4,3
3301,3301,30142930202,3014293,2,2,1,3,0,3,9,0,1,0,2.1,9.0,2,25,5.64,14.78,11776,11720,11776,0,2,1,19,11,,1,1,1,1,1,1,1,2,3,3.0,4.0,4,3
3302,3302,30142930203,3014293,2,3,0,3,0,9,16,1,5,0,2.1,9.0,2,25,5.31,13.63,11720,11776,11776,0,2,1,19,11,,1,1,1,1,1,2,2,2,3,4.0,5.0,4,3
3303,3303,30142930204,3014293,2,4,0,3,1,16,1,5,0,3,2.1,9.0,2,10,3.01,7.85,11776,11776,11776,0,2,1,19,11,,1,1,1,1,2,2,2,2,2,2.0,3.0,4,3
3306,3306,30142930302,3014293,3,2,1,3,0,3,9,0,1,21,1.0,9.0,1,85,43.65,65.51,11776,11042,11776,0,2,1,19,11,,1,1,1,1,1,1,1,1,4,6.0,6.0,4,3
3307,3307,30142930303,3014293,3,3,0,3,1,9,3,1,0,0,1.0,9.0,1,90,43.79,64.49,11042,11776,11776,0,2,1,19,11,,1,1,1,1,1,3,3,1,5,6.0,6.0,4,3
3325,3325,30144020102,3014402,1,2,1,4,0,3,9,0,1,0,1.0,9.0,1,80,61.35,83.74,11786,11432,11786,1,2,1,19,11,,1,1,1,1,1,1,1,1,4,6.0,6.0,4,2
3326,3326,30144020103,3014402,1,3,0,4,0,9,20,1,6,27,1.0,9.0,1,25,3.43,12.04,11432,11374,11786,1,1,1,19,11,,1,1,1,1,1,3,3,1,3,3.0,4.0,4,2
3327,3327,30144020104,3014402,1,4,0,4,0,20,19,6,6,0,1.0,9.0,1,5,0.66,3.05,11374,11368,11786,1,1,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,1.0,4,2
3328,3328,30144020105,3014402,1,5,0,4,0,19,27,6,8,0,1.0,9.0,1,40,9.71,23.76,11368,11005,11786,1,1,1,19,11,,1,1,1,1,2,3,3,1,3,4.0,5.0,4,2
3329,3329,30144020106,3014402,1,6,0,4,0,27,6,8,4,0,1.0,9.0,1,90,45.26,72.03,11005,11777,11786,0,1,1,19,11,,1,1,1,1,2,3,3,1,5,6.0,6.0,4,2
3330,3330,30144020107,3014402,1,7,0,4,1,6,3,4,0,0,2.1,9.0,2,25,10.67,27.21,11777,11786,11786,0,2,1,19,11,,1,1,1,1,2,4,4,2,3,4.0,5.0,4,2
3331,3331,30144020202,3014402,2,2,1,4,0,3,5,0,4,0,2.1,9.0,3,5,4.19,9.95,11786,11786,11786,0,2,1,19,11,,1,1,1,1,2,1,1,3,1,2.0,3.0,4,2
3332,3332,30144020203,3014402,2,3,0,4,0,5,9,4,1,0,1.0,9.0,1,19,2.82,6.83,11786,11961,11786,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,3.0,4.0,4,2
3333,3333,30144020204,3014402,2,4,0,4,0,9,6,1,4,0,1.0,9.0,1,21,16.15,24.52,11961,11742,11786,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,4,2
3334,3334,30144020205,3014402,2,5,0,4,0,6,5,4,4,0,2.1,9.0,2,30,13.45,25.77,11742,11777,11786,0,2,1,19,11,,1,1,1,1,2,3,3,2,3,5.0,6.0,4,2
3335,3335,30144020206,3014402,2,6,0,4,1,5,3,4,0,0,1.0,9.0,1,24,10.67,27.21,11777,11786,11786,0,2,1,19,11,,1,1,1,1,2,3,3,1,3,4.0,5.0,4,2
3491,3491,30150250102,3015025,1,2,1,2,0,3,19,0,6,0,1.0,9.0,1,1,0.44,0.0,11710,11554,11710,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,1.0,4,1
3492,3492,30150250103,3015025,1,3,0,2,0,19,9,6,1,10,1.0,9.0,1,2,0.44,0.0,11554,11554,11710,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,1.0,4,1
3493,3493,30150250104,3015025,1,4,0,2,1,9,3,1,0,0,1.0,9.0,1,6,0.44,0.0,11554,11710,11710,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,1
3494,3494,30150250105,3015025,1,5,1,2,0,3,14,0,1,0,1.0,9.0,1,17,6.75,19.26,11710,11530,11710,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,3.0,4.0,4,1
3495,3495,30150250106,3015025,1,6,0,2,1,14,3,1,0,14,1.0,9.0,1,15,6.74,17.7,11530,11710,11710,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,3.0,4.0,4,1
3690,3690,30157920102,3015792,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,46,36.98,70.74,11934,11944,11934,0,2,1,19,11,,1,1,1,1,1,2,2,1,4,6.0,6.0,2,1
3691,3691,30157920103,3015792,1,3,0,1,1,9,3,1,0,0,1.0,9.0,1,49,37.53,71.51,11944,11934,11934,0,2,1,19,11,,1,1,1,1,1,3,3,1,4,6.0,6.0,2,1
3750,3750,30160790102,3016079,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,31,14.92,30.61,11746,11758,11746,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,2,1
3751,3751,30160790103,3016079,1,3,0,1,1,9,3,1,0,0,1.0,9.0,1,28,15.03,30.23,11758,11746,11746,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,2,1
4105,4105,30179180102,3017918,1,2,1,5,0,3,9,0,1,0,1.0,9.0,1,40,19.38,31.8,11787,11803,11787,0,2,1,18,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,4,3
4106,4106,30179180103,3017918,1,3,0,5,1,9,3,1,0,0,1.0,9.0,1,30,20.08,32.21,11803,11787,11787,0,2,1,18,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,3
4107,4107,30179180202,3017918,2,2,1,5,0,3,5,0,4,0,2.1,9.0,3,10,3.03,8.23,11787,11754,11787,0,2,1,19,11,,1,1,1,1,2,1,1,3,2,2.0,3.0,4,3
4108,4108,30179180203,3017918,2,3,0,5,0,5,6,4,4,0,1.0,9.0,1,35,9.21,22.25,11754,11721,11787,0,2,1,19,11,,1,1,1,1,2,1,1,1,3,4.0,5.0,4,3
4109,4109,30179180204,3017918,2,4,0,5,0,6,9,4,1,0,2.1,9.0,2,30,6.89,18.02,11721,11747,11787,0,2,1,19,11,,1,1,1,1,1,1,1,2,3,4.0,5.0,4,3
4110,4110,30179180205,3017918,2,5,0,5,0,9,5,1,4,0,2.1,9.0,2,15,4.69,12.55,11747,11735,11787,0,2,1,19,11,,1,1,1,1,1,2,2,2,2,3.0,4.0,4,3
4111,4111,30179180206,3017918,2,6,0,5,0,5,16,4,5,0,1.0,9.0,1,15,0.0,0.0,11735,11747,11787,0,2,1,19,11,,1,1,1,1,2,2,2,1,2,2.0,3.0,4,3
4112,4112,30179180207,3017918,2,7,0,5,0,16,17,5,5,0,1.0,9.0,1,5,0.0,0.0,11747,11747,11787,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,2.0,3.0,4,3
4113,4113,30179180208,3017918,2,8,0,5,0,17,9,5,1,0,1.0,9.0,1,5,1.41,0.0,11747,11747,11787,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,4,3
4114,4114,30179180209,3017918,2,9,0,5,0,9,26,1,9,0,1.0,9.0,1,40,13.86,21.66,11747,11725,11787,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,3
4115,4115,30179180210,3017918,2,10,0,5,0,26,6,9,4,0,1.0,9.0,1,10,3.34,7.83,11725,11787,11787,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,4,3
4116,4116,30179180211,3017918,2,11,0,5,1,6,3,4,0,0,2.1,9.0,3,5,2.97,7.37,11787,11787,11787,0,2,1,19,11,,1,1,1,1,2,3,3,3,1,2.0,3.0,4,3
4200,4200,30182000202,3018200,2,2,1,2,0,3,21,0,7,0,1.0,9.0,1,5,1.77,5.23,11566,11566,11566,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,2.0,3.0,2,2
4201,4201,30182000203,3018200,2,3,0,2,0,21,9,7,1,0,1.0,9.0,1,8,1.84,4.18,11566,11520,11566,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,2.0,3.0,2,2
4202,4202,30182000204,3018200,2,4,0,2,0,9,9,1,1,0,1.0,9.0,1,30,10.8,24.0,11520,11501,11566,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,2,2
4203,4203,30182000205,3018200,2,5,0,2,1,9,3,1,0,0,1.0,9.0,1,15,10.47,20.36,11501,11566,11566,0,2,1,19,11,,1,1,1,1,1,4,4,1,2,4.0,5.0,2,2
4373,4373,30193290102,3019329,1,2,1,1,0,3,9,0,1,0,1.0,9.0,1,20,6.86,17.52,11743,11743,11797,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,3.0,4.0,2,1
4374,4374,30193290103,3019329,1,3,0,1,1,9,3,1,0,0,1.0,9.0,1,15,6.86,17.55,11743,11743,11797,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,3.0,4.0,2,1
4433,4433,30195430102,3019543,1,2,1,4,0,3,9,0,1,0,7.1,1.1,1,55,20.81,46.95,11580,10018,11580,1,2,1,6,3,2.0,2,2,2,1,1,1,1,1,4,5.0,6.0,4,2
4434,4434,30195430106,3019543,1,6,0,4,0,9,17,1,5,0,8.1,11.0,1,5,0.2,1.02,10018,10001,11580,1,1,1,23,13,,5,3,97,1,1,2,2,1,1,1.0,1.0,4,2
4435,4435,30195430107,3019543,1,7,0,4,0,17,9,5,1,10,8.1,11.0,1,5,0.2,1.09,10001,10018,11580,1,1,1,23,13,,5,3,97,1,1,2,2,1,1,1.0,1.0,4,2
4436,4436,30195430108,3019543,1,8,0,4,0,9,25,1,9,0,7.1,1.1,1,67,20.62,47.57,10018,11580,11580,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,4,5.0,6.0,4,2
4437,4437,30195430112,3019543,1,12,0,4,1,25,3,9,0,0,1.0,9.0,1,5,1.27,5.14,11580,11580,11580,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,2.0,4,2
4444,4444,30195430206,3019543,2,6,1,4,0,3,21,0,7,0,1.0,9.0,1,5,1.27,5.14,11580,11580,11580,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,2.0,4,2
4445,4445,30195430207,3019543,2,7,0,4,0,21,9,7,1,10,1.0,9.0,1,5,1.27,5.14,11580,11580,11580,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,2.0,4,2
4446,4446,30195430208,3019543,2,8,0,4,0,9,20,1,6,0,1.0,9.0,1,5,2.46,5.01,11580,11580,11580,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,,4,2
4447,4447,30195430209,3019543,2,9,0,4,0,20,9,6,1,10,1.0,9.0,1,5,1.77,5.47,11580,11580,11580,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,1.0,,4,2
4448,4448,30195430210,3019543,2,10,0,4,0,9,19,1,6,0,1.0,9.0,1,10,1.27,5.14,11580,11580,11580,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,4,2
4449,4449,30195430211,3019543,2,11,0,4,0,19,21,6,7,0,1.0,9.0,1,25,1.01,3.8,11580,11580,11580,0,2,1,19,11,,1,1,1,1,2,2,2,1,3,2.0,3.0,4,2
4450,4450,30195430212,3019543,2,12,0,4,0,21,9,7,1,10,1.0,9.0,1,5,0.98,3.23,11580,11580,11580,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,1.0,4,2
4451,4451,30195430213,3019543,2,13,0,4,0,9,20,1,6,0,1.0,9.0,1,5,2.46,5.01,11580,11580,11580,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,,4,2
4452,4452,30195430214,3019543,2,14,0,4,0,20,6,6,4,0,2.1,9.0,2,5,0.41,0.0,11580,11580,11580,0,2,1,19,11,,1,1,1,1,2,2,2,2,1,1.0,1.0,4,2
