,Unnamed: 0,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,OTPURP,DTPURP,OTPURP_AGG,DTPURP_AGG,DTPURP2,LTMODE_AGG,MODE_SAMP,TOTTR,TRPDUR,TRPDIST_HN,TRPDUR_HN,OZIP,DZIP,HZIP,DNYC,GEO_GROUP2_O,GEO_GROUP3_O,PMODE,PMODE1,PAMODE,PMODE_R,PMODE_R2,PMODE_R3,WORK_PURP,WORKTRIP,TOD_R,TOD_R1,TOTTR_R,TRPDUR_R,TRIPDIST_R1,TRIPDIST_R2,INCOM_R,HHVEH_R
69244,69244,34840770105,3484077,1,5,0,4,0,10,21,1,7,0,2.2,9.0,3,60,0.0,0.0,10019,11021,11020,0,1,1,17,10,,1,1,1,1,1,2,2,3,4,5.0,6.0,4,2
69245,69245,34840770106,3484077,1,6,0,4,1,21,3,7,0,0,2.2,9.0,2,5,2.6,8.85,11021,11021,11020,0,2,1,17,10,,1,1,1,1,2,2,2,2,1,1.0,2.0,4,2
69256,69256,34840770402,3484077,4,2,1,4,0,3,9,0,1,0,1.0,9.0,1,30,10.85,22.73,11021,11530,11020,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,2
69257,69257,34840770403,3484077,4,3,0,4,0,9,27,1,8,0,1.0,9.0,1,15,5.34,14.4,11530,11507,11020,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,3.0,4.0,4,2
69258,69258,34840770404,3484077,4,4,0,4,1,27,3,8,0,0,1.0,9.0,1,10,5.24,11.91,11507,11021,11020,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,3.0,4.0,4,2
69261,69261,34841670102,3484167,1,2,1,2,0,3,9,0,1,0,7.1,1.1,1,78,0.0,0.0,11563,10022,11563,1,2,1,6,3,2.0,2,2,2,1,1,1,1,1,4,5.0,6.0,2,2
69262,69262,34841670107,3484167,1,7,0,2,1,9,3,1,0,0,7.1,1.1,1,70,0.0,0.0,10022,11563,11563,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,4,5.0,6.0,2,2
69263,69263,34841670202,3484167,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,25,2.79,10.28,11563,11570,11563,0,2,1,19,11,,1,1,1,1,1,5,4,1,3,2.0,3.0,2,2
69264,69264,34841670203,3484167,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,30,2.79,10.22,11570,11563,11563,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,2.0,3.0,2,2
69269,69269,34841900106,3484190,1,6,1,3,0,3,14,0,1,0,1.0,9.0,1,30,14.62,29.29,11568,11435,11568,1,2,1,19,11,,1,1,1,1,1,2,2,1,3,5.0,6.0,4,2
69270,69270,34841900107,3484190,1,7,0,3,0,14,14,1,1,0,1.0,9.0,1,36,8.87,26.71,11435,11222,11568,1,1,1,19,11,,1,1,1,1,1,2,2,1,3,4.0,5.0,4,2
69271,69271,34841900108,3484190,1,8,0,3,0,14,16,1,5,17,1.0,9.0,1,10,10.58,23.2,11222,10027,11568,1,1,1,19,11,,1,1,1,1,1,2,2,1,2,4.0,5.0,4,2
69272,69272,34841900109,3484190,1,9,0,3,0,16,16,5,5,0,1.0,9.0,1,80,23.88,39.6,10027,11577,11568,0,1,1,19,11,,1,1,1,1,2,2,2,1,4,5.0,6.0,4,2
69273,69273,34841900111,3484190,1,11,0,3,1,16,3,5,0,1,1.0,9.0,1,13,2.14,4.7,11577,11568,11568,0,2,1,19,11,,1,1,1,1,2,3,3,1,2,2.0,3.0,4,2
69278,69278,34841900204,3484190,2,4,1,3,0,3,9,0,1,0,1.0,9.0,1,5,2.51,7.75,11568,11568,11568,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,2.0,3.0,4,2
69279,69279,34841900205,3484190,2,5,0,3,1,9,3,1,0,0,1.0,9.0,1,5,2.51,7.76,11568,11568,11568,0,2,1,19,11,,1,1,1,1,1,3,3,1,1,2.0,3.0,4,2
69285,69285,34842020102,3484202,1,2,1,4,0,3,9,0,1,0,7.0,1.0,1,60,19.01,48.23,11050,11377,11050,1,2,1,6,3,4.0,2,2,2,1,1,1,1,1,4,5.0,6.0,4,1
69286,69286,34842020106,3484202,1,6,0,4,1,9,1,1,0,0,7.0,1.0,1,60,19.63,48.66,11377,11050,11050,0,1,1,6,3,4.0,2,2,2,1,1,2,2,1,4,5.0,6.0,4,1
69289,69289,34842020302,3484202,3,2,1,4,0,3,9,0,1,0,7.0,1.0,1,110,23.62,60.74,11050,10001,11050,1,2,1,6,3,4.0,2,2,2,1,1,1,1,1,5,5.0,6.0,4,1
69290,69290,34842020306,3484202,3,6,0,4,1,9,3,1,0,0,7.0,1.0,1,105,23.86,62.08,10001,11050,11050,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,5.0,6.0,4,1
69303,69303,34845200102,3484520,1,2,1,3,0,3,9,0,1,0,7.0,1.0,1,75,0.0,0.0,11580,10022,11563,1,2,1,6,3,4.0,2,2,2,1,1,1,1,1,4,5.0,6.0,4,2
69304,69304,34845200107,3484520,1,7,0,3,1,9,3,1,0,0,7.0,1.0,1,133,0.0,0.0,10022,11580,11563,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,5.0,6.0,4,2
69305,69305,34845200202,3484520,2,2,1,3,0,3,9,0,1,0,7.0,1.0,1,90,21.55,55.31,11580,10021,11563,1,2,1,6,3,4.0,2,2,2,1,1,5,4,1,5,6.0,6.0,4,2
69306,69306,34845200207,3484520,2,7,0,3,1,9,3,1,0,0,7.0,1.0,1,113,22.96,51.78,10021,11580,11563,0,1,1,6,3,4.0,2,2,2,1,1,3,3,1,5,6.0,6.0,4,2
69307,69307,34845440102,3484544,1,2,1,3,0,3,9,0,1,0,1.0,9.0,1,21,12.28,24.97,11545,11803,11576,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,3
69308,69308,34845440103,3484544,1,3,0,3,0,9,21,1,7,0,8.1,11.0,1,9,0.77,0.0,11803,11803,11576,0,2,1,23,13,,5,3,97,1,1,2,2,1,1,1.0,1.0,4,3
69309,69309,34845440104,3484544,1,4,0,3,0,21,9,7,1,0,8.1,11.0,1,9,0.77,0.0,11803,11803,11576,0,2,1,23,13,,5,3,97,1,1,2,2,1,1,1.0,1.0,4,3
69310,69310,34845440105,3484544,1,5,0,3,1,9,3,1,0,0,1.0,9.0,1,21,12.0,24.2,11803,11545,11576,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,4,3
69315,69315,34846100102,3484610,1,2,1,2,0,3,9,0,1,0,1.0,9.0,1,40,0.0,0.0,11758,11768,11758,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,5.0,6.0,2,3
69316,69316,34846100103,3484610,1,3,0,2,0,9,6,1,4,0,1.0,9.0,1,75,0.0,0.0,11768,11436,11758,1,2,1,19,11,,1,1,1,1,1,2,2,1,4,6.0,6.0,2,3
69317,69317,34846100104,3484610,1,4,0,2,0,6,21,4,7,0,2.1,9.0,3,20,5.82,16.88,11436,11581,11758,0,1,1,19,11,,1,1,1,1,2,2,2,3,3,3.0,4.0,2,3
69318,69318,34846100105,3484610,1,5,0,2,0,21,5,7,4,0,2.1,9.0,3,20,4.98,14.62,11581,11436,11758,1,2,1,19,11,,1,1,1,1,2,3,3,3,3,3.0,4.0,2,3
69319,69319,34846100106,3484610,1,6,0,2,1,5,3,4,0,0,1.0,9.0,1,50,20.29,41.36,11436,11758,11758,0,1,1,19,11,,1,1,1,1,2,3,3,1,4,5.0,6.0,2,3
69322,69322,34846200102,3484620,1,2,1,3,0,3,9,0,1,10,8.1,11.0,1,10,0.49,0.0,11570,11570,11563,0,2,1,23,13,,5,3,97,1,1,1,1,1,2,1.0,1.0,4,1
69323,69323,34846200103,3484620,1,3,0,3,1,9,3,1,0,0,8.1,11.0,1,10,0.49,0.0,11570,11570,11563,0,2,1,23,13,,5,3,97,1,1,2,2,1,2,1.0,1.0,4,1
69337,69337,34847490102,3484749,1,2,1,4,0,3,9,0,1,11,1.0,9.0,1,17,7.68,18.44,0,0,11561,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,2,3
69338,69338,34847490103,3484749,1,3,0,4,1,9,3,1,0,0,1.0,9.0,1,18,7.59,17.55,0,0,11561,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,2,3
69359,69359,34847690102,3484769,1,2,1,2,0,3,9,0,1,14,1.0,9.0,1,90,0.0,0.0,11552,10017,11570,1,2,1,19,11,,1,1,1,1,1,1,1,1,5,5.0,6.0,4,2
69360,69360,34847690103,3484769,1,3,0,2,1,9,3,1,0,0,1.0,9.0,1,150,0.0,0.0,10017,11552,11570,0,1,1,19,11,,1,1,1,1,1,3,3,1,5,5.0,6.0,4,2
69361,69361,34847690202,3484769,2,2,1,2,0,3,9,0,1,10,1.0,9.0,1,30,10.7,24.61,11552,11005,11570,1,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,2
69362,69362,34847690203,3484769,2,3,0,2,1,9,3,1,0,0,1.0,9.0,1,45,11.02,24.12,11005,11552,11570,0,1,1,19,11,,1,1,1,1,1,3,3,1,4,4.0,5.0,4,2
69365,69365,34847760104,3484776,1,4,1,2,0,3,10,0,1,0,1.0,9.0,1,20,4.71,15.77,11518,11010,11518,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,2.0,3.0,4,2
69366,69366,34847760105,3484776,1,5,0,2,0,10,20,1,6,0,1.0,9.0,1,30,7.55,20.94,11010,11501,11518,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,3.0,4.0,4,2
69367,69367,34847760106,3484776,1,6,0,2,0,20,9,6,1,10,1.0,9.0,1,30,7.36,20.18,11501,11010,11518,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,3.0,4.0,4,2
69368,69368,34847760107,3484776,1,7,0,2,1,9,3,1,0,0,1.0,9.0,1,30,4.76,15.64,11010,11518,11518,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,2.0,3.0,4,2
69369,69369,34847760202,3484776,2,2,1,2,0,3,9,0,1,0,8.1,11.0,1,1,0.46,0.0,11518,11518,11518,0,2,1,23,13,,5,3,97,1,1,2,2,1,1,1.0,1.0,4,2
69370,69370,34847760203,3484776,2,3,0,2,1,9,3,1,0,0,8.1,11.0,1,1,0.46,0.0,11518,11518,11518,0,2,1,23,13,,5,3,97,1,1,2,2,1,1,1.0,1.0,4,2
69371,69371,34847760204,3484776,2,4,1,2,0,3,9,0,1,0,8.1,11.0,1,1,0.46,0.0,11518,11518,11518,0,2,1,23,13,,5,3,97,1,1,2,2,1,1,1.0,1.0,4,2
69372,69372,34847760205,3484776,2,5,0,2,1,9,3,1,0,2,8.1,11.0,1,1,0.46,0.0,11518,11518,11518,0,2,1,23,13,,5,3,97,1,1,3,3,1,1,1.0,1.0,4,2
69388,69388,34849560102,3484956,1,2,1,4,0,3,9,0,1,0,1.0,9.0,1,6,1.27,4.69,11520,11520,11520,0,2,1,19,11,,1,1,1,1,1,1,1,1,1,2.0,3.0,2,3
69389,69389,34849560103,3484956,1,3,0,4,0,9,17,1,5,0,1.0,9.0,1,7,1.27,4.89,11520,11520,11520,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,2,3
69390,69390,34849560104,3484956,1,4,0,4,0,17,19,5,6,0,1.0,9.0,1,5,1.06,4.63,11520,11520,11520,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,1.0,1.0,2,3
69391,69391,34849560105,3484956,1,5,0,4,0,19,8,6,6,0,1.0,9.0,1,3,0.3,0.0,11520,11520,11520,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,1.0,1.0,2,3
69392,69392,34849560106,3484956,1,6,0,4,1,8,3,6,0,0,1.0,9.0,1,5,1.06,4.77,11520,11520,11520,0,2,1,19,11,,1,1,1,1,2,2,2,1,1,1.0,2.0,2,3
69393,69393,34849560202,3484956,2,2,1,4,0,3,9,0,1,0,1.0,9.0,1,25,7.45,20.07,11520,11580,11520,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,2,3
69394,69394,34849560203,3484956,2,3,0,4,1,9,3,1,0,0,1.0,9.0,1,25,7.5,20.24,11580,11520,11520,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,2,3
69395,69395,34849560302,3484956,3,2,1,4,0,3,9,0,1,0,1.0,9.0,1,20,2.18,6.41,11520,11566,11520,0,2,1,19,11,,1,1,1,1,1,1,1,1,3,2.0,3.0,2,3
69396,69396,34849560303,3484956,3,3,0,4,1,9,3,1,0,0,1.0,9.0,1,19,2.12,6.36,11566,11520,11520,0,2,1,19,11,,1,1,1,1,1,3,3,1,2,2.0,3.0,2,3
69397,69397,34849700102,3484970,1,2,1,3,0,3,5,0,4,0,2.1,9.0,3,9,1.37,4.34,11023,11023,11021,0,2,1,19,11,,1,1,1,1,2,1,1,3,1,2.0,3.0,4,1
69398,69398,34849700103,3484970,1,3,0,3,0,5,9,4,1,0,1.0,9.0,1,28,11.13,30.91,11023,11367,11021,1,2,1,19,11,,1,1,1,1,1,1,1,1,3,4.0,5.0,4,1
69399,69399,34849700104,3484970,1,4,0,3,0,9,17,1,5,0,1.0,9.0,1,33,17.68,38.11,11367,11590,11021,0,1,1,19,11,,1,1,1,1,1,3,3,1,3,5.0,6.0,4,1
69400,69400,34849700105,3484970,1,5,0,3,0,17,17,5,5,0,1.0,9.0,1,5,0.87,0.0,11590,11590,11021,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,1.0,4,1
69401,69401,34849700106,3484970,1,6,0,3,0,17,17,5,5,0,1.0,9.0,1,4,0.87,0.0,11590,11590,11021,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,1.0,4,1
69402,69402,34849700107,3484970,1,7,0,3,0,17,19,5,6,0,1.0,9.0,1,20,9.43,23.44,11590,11030,11021,0,2,1,19,11,,1,1,1,1,2,3,3,1,3,4.0,5.0,4,1
69403,69403,34849700108,3484970,1,8,0,3,1,19,3,6,0,0,1.0,9.0,1,5,1.87,7.24,11030,11023,11021,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,2.0,4,1
69422,69422,34850180102,3485018,1,2,1,5,0,3,5,0,4,0,2.1,9.0,2,20,5.56,18.09,11572,11516,11572,0,2,1,19,11,,1,1,1,1,2,1,1,2,3,4.0,5.0,4,3
69423,69423,34850180103,3485018,1,3,0,5,0,5,17,4,5,0,1.0,9.0,1,5,3.02,9.37,11516,11563,11572,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,3.0,4.0,4,3
69424,69424,34850180104,3485018,1,4,0,5,0,17,9,5,1,10,1.0,9.0,1,10,1.82,5.54,11563,11557,11572,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,4,3
69425,69425,34850180105,3485018,1,5,0,5,0,9,16,1,5,0,1.0,9.0,1,20,2.18,6.1,11557,11516,11572,0,2,1,19,11,,1,1,1,1,1,2,2,1,3,3.0,4.0,4,3
69426,69426,34850180106,3485018,1,6,0,5,0,16,6,5,4,20,1.0,9.0,1,8,0.41,0.0,11516,11516,11572,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,2.0,4,3
69427,69427,34850180107,3485018,1,7,0,5,1,6,3,4,0,0,2.1,9.0,2,30,5.56,18.22,11516,11572,11572,0,2,1,19,11,,1,1,1,1,2,3,3,2,3,4.0,5.0,4,3
69437,69437,34850190102,3485019,1,2,1,2,0,3,15,0,6,0,1.0,9.0,1,3,0.54,0.0,11050,11050,11050,0,2,1,19,11,,1,1,1,1,2,1,1,1,1,1.0,1.0,4,2
69438,69438,34850190103,3485019,1,3,0,2,0,15,16,6,5,0,1.0,9.0,1,29,11.02,28.48,11050,11040,11050,0,2,1,19,11,,1,1,1,1,2,1,1,1,3,4.0,5.0,4,2
69439,69439,34850190104,3485019,1,4,0,2,0,16,9,5,1,0,1.0,9.0,1,15,3.68,11.76,11040,11030,11050,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,2.0,3.0,4,2
69440,69440,34850190105,3485019,1,5,0,2,0,9,21,1,7,0,1.0,9.0,1,11,3.56,12.09,11030,11040,11050,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,4,2
69441,69441,34850190106,3485019,1,6,0,2,0,21,9,7,1,0,1.0,9.0,1,10,3.56,12.08,11040,11030,11050,0,2,1,19,11,,1,1,1,1,1,2,2,1,2,2.0,3.0,4,2
69442,69442,34850190107,3485019,1,7,0,2,1,9,3,1,0,0,1.0,9.0,1,35,6.09,18.23,11030,11050,11050,0,2,1,19,11,,1,1,1,1,1,3,3,1,3,4.0,5.0,4,2
69443,69443,34850190202,3485019,2,2,1,2,0,3,9,0,1,0,1.0,9.0,1,11,3.02,6.93,11050,11050,11050,0,2,1,19,11,,1,1,1,1,1,1,1,1,2,1.0,1.0,4,2
69444,69444,34850190203,3485019,2,3,0,2,0,9,16,1,5,0,1.0,9.0,1,7,3.02,6.93,11050,11050,11050,0,2,1,19,11,,1,1,1,1,1,2,2,1,1,1.0,2.0,4,2
69445,69445,34850190204,3485019,2,4,0,2,1,16,3,5,0,0,1.0,9.0,1,7,0.54,0.0,11050,11050,11050,0,2,1,19,11,,1,1,1,1,2,3,3,1,1,1.0,1.0,4,2
