,Unnamed: 0,Unnamed: 0.1,PLSAM,SAMPN,PERNO,PLANO,ORIG_HOME,HHSIZE,DEST_HOME,DTPURP,DTPURP2,LTMODE_AGG,TOTTR,TRPDUR,TRPDIST_HN,OZIP,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R
3514,97537,97537,36729880108,3672988,1,8,0,4,1,3,0,2.1,3,1,0.68,11782,0,19,3,3,2
3515,97538,97538,36729880202,3672988,2,2,1,4,0,9,0,1.0,1,35,21.72,11796,0,19,1,3,2
3516,97539,97539,36729880203,3672988,2,3,0,4,0,21,0,2.1,2,9,0.0,11747,0,19,2,3,2
3517,97540,97540,36729880204,3672988,2,4,0,4,0,9,0,2.1,2,11,0.0,11735,0,19,2,3,2
3518,97541,97541,36729880205,3672988,2,5,0,4,1,3,0,1.0,1,40,22.42,11747,0,19,1,3,2
3519,97625,97625,36736120102,3673612,1,2,1,2,0,9,0,1.0,1,25,32.03,11786,0,19,1,4,3
3520,97626,97626,36736120103,3673612,1,3,0,2,0,12,0,1.0,1,35,12.02,11725,0,19,1,4,3
3521,97627,97627,36736120104,3673612,1,4,0,2,1,3,0,1.0,1,18,14.94,11733,0,19,1,4,3
3522,97628,97628,36736120202,3673612,2,2,1,2,0,9,0,1.0,1,21,13.7,11786,0,19,1,4,3
3523,97629,97629,36736120203,3673612,2,3,0,2,0,14,0,1.0,1,13,4.39,11784,0,19,1,4,3
3524,97630,97630,36736120204,3673612,2,4,0,2,0,14,0,1.0,1,13,3.21,11720,0,19,1,4,3
3525,97631,97631,36736120205,3673612,2,5,0,2,1,3,0,1.0,1,35,14.62,11755,0,19,1,4,3
3526,97632,97632,36736120206,3673612,2,6,1,2,0,14,0,1.0,1,4,3.77,11786,0,19,1,4,3
3527,97633,97633,36736120207,3673612,2,7,0,2,0,14,0,1.0,1,3,4.55,11786,0,19,1,4,3
3528,97634,97634,36736120208,3673612,2,8,0,2,0,11,27,1.0,1,4,4.55,11778,0,19,1,4,3
3529,97635,97635,36736120209,3673612,2,9,0,2,1,3,0,1.0,1,4,3.77,11786,0,19,1,4,3
3530,97651,97651,36737520202,3673752,2,2,1,3,0,9,0,1.0,1,88,64.02,11769,1,19,1,2,2
3531,97692,97692,36740300202,3674030,2,2,1,2,0,9,0,1.0,1,30,14.59,11725,0,19,1,4,2
3532,97693,97693,36740300203,3674030,2,3,0,2,1,3,0,1.0,1,45,14.41,11803,0,19,1,4,2
3533,97694,97694,36740580102,3674058,1,2,1,2,0,14,9,1.0,1,30,9.11,11767,0,19,1,3,3
3534,97695,97695,36740580103,3674058,1,3,0,2,1,3,0,1.0,1,30,8.85,11776,0,19,1,3,3
3535,97713,97713,36742200202,3674220,2,2,1,4,0,9,10,2.1,2,25,14.69,11743,0,19,2,4,2
3536,97714,97714,36742200203,3674220,2,3,0,4,1,3,0,1.0,1,26,12.74,11788,0,19,1,4,2
3537,97731,97731,36743400202,3674340,2,2,1,2,0,9,10,1.0,1,31,18.12,11743,0,19,1,4,2
3538,97732,97732,36743400203,3674340,2,3,0,2,1,3,0,1.0,1,34,17.68,11030,0,19,1,4,2
3539,97740,97740,36744070102,3674407,1,2,1,3,0,9,0,1.0,1,45,29.17,11934,0,19,1,4,2
3540,97741,97741,36744070103,3674407,1,3,0,3,0,16,0,1.0,1,15,5.97,11733,0,19,1,4,2
3541,97742,97742,36744070104,3674407,1,4,0,3,1,3,0,1.0,1,48,23.1,11720,0,19,1,4,2
3542,97743,97743,36744070202,3674407,2,2,1,3,0,9,0,1.0,1,50,36.17,11934,0,19,1,4,2
3543,97744,97744,36744070203,3674407,2,3,0,3,1,3,0,1.0,1,50,36.04,11726,0,19,1,4,2
3544,97867,97867,36749430102,3674943,1,2,1,2,0,9,0,1.0,1,30,8.22,11776,0,19,1,3,2
3545,97868,97868,36749430103,3674943,1,3,0,2,0,19,0,1.0,1,15,5.37,11742,0,19,1,3,2
3546,97869,97869,36749430104,3674943,1,4,0,2,0,21,0,1.0,1,10,3.54,11741,0,19,1,3,2
3547,97870,97870,36749430105,3674943,1,5,0,2,0,9,0,1.0,1,15,8.4,11716,0,19,1,3,2
3548,97871,97871,36749430106,3674943,1,6,0,2,0,21,0,1.0,1,20,2.86,11742,0,19,1,3,2
3549,97872,97872,36749430107,3674943,1,7,0,2,1,3,26,1.0,1,20,7.51,11763,0,19,1,3,2
3550,97873,97873,36749430202,3674943,2,2,1,2,0,9,0,7.1,1,140,61.45,11776,1,6,1,3,2
3551,97903,97903,36751180203,3675118,2,3,1,3,0,9,0,1.0,1,15,5.97,11764,0,19,1,4,2
3552,97904,97904,36751180204,3675118,2,4,0,3,1,3,0,1.0,1,15,5.97,11777,0,19,1,4,2
3553,97942,97942,36752920102,3675292,1,2,1,3,0,14,9,1.0,1,15,0.62,11787,0,19,1,4,3
3554,97943,97943,36752920103,3675292,1,3,0,3,0,14,0,1.0,1,30,4.11,11780,0,19,1,4,3
3555,97944,97944,36752920104,3675292,1,4,0,3,0,9,0,1.0,1,15,4.11,11733,0,19,1,4,3
3556,97945,97945,36752920105,3675292,1,5,0,3,1,3,2,1.0,1,180,0.62,11780,0,19,1,4,3
3557,97946,97946,36752920202,3675292,2,2,1,3,0,9,0,1.0,1,30,15.48,11787,0,19,1,4,3
3558,97947,97947,36752920203,3675292,2,3,0,3,0,10,0,1.0,1,30,15.72,11729,0,19,1,4,3
3559,97948,97948,36752920204,3675292,2,4,0,3,1,3,0,1.0,1,15,0.62,11780,0,19,1,4,3
3560,97949,97949,36752920302,3675292,3,2,1,3,0,9,0,1.0,1,60,7.9,11787,0,19,1,4,3
3561,97950,97950,36752920303,3675292,3,3,0,3,1,3,0,1.0,1,45,7.92,11788,0,19,1,4,3
3562,97951,97951,36753340202,3675334,2,2,1,2,0,16,0,1.0,1,23,9.82,11746,0,19,1,4,2
3563,97952,97952,36753340203,3675334,2,3,0,2,0,9,0,1.0,1,2,0.75,11732,0,19,1,4,2
3564,97953,97953,36753340204,3675334,2,4,0,2,0,17,0,1.0,1,40,7.35,11732,0,19,1,4,2
3565,97954,97954,36753340205,3675334,2,5,0,2,1,3,0,1.0,1,15,2.88,11746,0,19,1,4,2
3566,97955,97955,36753570102,3675357,1,2,1,1,0,9,0,7.1,2,127,66.23,11967,1,6,2,3,1
3567,97957,97957,36754780102,3675478,1,2,1,2,0,9,0,1.0,1,17,10.4,11727,0,19,1,4,2
3568,97958,97958,36754780103,3675478,1,3,0,2,0,17,0,1.0,1,10,5.78,11772,0,19,1,4,2
3569,97959,97959,36754780104,3675478,1,4,0,2,0,9,0,1.0,1,10,5.93,11713,0,19,1,4,2
3570,97960,97960,36754780105,3675478,1,5,0,2,0,16,0,1.0,1,30,0.0,11772,0,19,1,4,2
3571,97961,97961,36754780106,3675478,1,6,0,2,1,3,0,1.0,1,5,0.0,11727,0,19,1,4,2
3572,97962,97962,36754780202,3675478,2,2,1,2,0,9,0,1.0,1,25,8.22,11727,0,19,1,4,2
3573,97963,97963,36754780203,3675478,2,3,0,2,0,18,0,1.0,1,6,2.23,11742,0,19,1,4,2
3574,97964,97964,36754780204,3675478,2,4,0,2,0,9,0,1.0,1,18,3.94,11741,0,19,1,4,2
3575,97965,97965,36754780205,3675478,2,5,0,2,0,18,0,1.0,1,23,2.86,11742,0,19,1,4,2
3576,97966,97966,36754780206,3675478,2,6,0,2,1,3,0,1.0,1,27,7.51,11763,0,19,1,4,2
3577,97967,97967,36755630102,3675563,1,2,1,4,0,17,0,1.0,1,7,2.05,11746,0,19,1,4,2
3578,97968,97968,36755630103,3675563,1,3,0,4,0,9,0,1.0,1,34,28.99,11746,0,19,1,4,2
3579,97969,97969,36755630104,3675563,1,4,0,4,0,9,0,1.0,1,6,1.59,11580,0,19,1,4,2
3580,97970,97970,36755630105,3675563,1,5,0,4,0,11,0,1.0,1,13,3.56,11581,0,19,1,4,2
3581,97971,97971,36755630106,3675563,1,6,0,4,0,9,0,1.0,1,15,3.56,11518,0,19,1,4,2
3582,97972,97972,36755630107,3675563,1,7,0,4,0,19,0,1.0,1,51,28.55,11581,0,19,1,4,2
3583,97973,97973,36755630108,3675563,1,8,0,4,0,6,0,1.0,1,1,0.76,11746,0,19,1,4,2
3584,97974,97974,36755630109,3675563,1,9,0,4,0,6,0,2.1,2,4,0.76,11746,0,19,2,4,2
3585,97975,97975,36755630110,3675563,1,10,0,4,0,19,0,2.1,3,6,2.84,11746,0,19,3,4,2
3586,97976,97976,36755630111,3675563,1,11,0,4,1,3,0,2.1,3,3,3.23,11743,0,19,3,4,2
3587,97977,97977,36755630202,3675563,2,2,1,4,0,5,0,2.1,2,11,2.22,11746,0,19,2,4,2
3588,97978,97978,36755630203,3675563,2,3,0,4,0,9,0,1.0,1,13,3.94,11746,0,19,1,4,2
3589,97979,97979,36755630204,3675563,2,4,0,4,0,14,0,1.0,1,7,3.11,11743,0,19,1,4,2
3590,97980,97980,36755630205,3675563,2,5,0,4,1,3,0,1.0,1,14,4.37,11746,0,19,1,4,2
3591,98009,98009,36757230102,3675723,1,2,1,1,0,9,0,8.1,1,22,0.61,11729,0,23,1,1,0
3592,98010,98010,36757230103,3675723,1,3,0,1,1,3,0,2.2,2,12,0.61,11729,0,17,2,1,0
3593,98013,98013,36757500102,3675750,1,2,1,4,0,9,0,1.0,1,15,3.24,11757,0,19,1,4,3
3594,98014,98014,36757500103,3675750,1,3,0,4,1,3,0,1.0,1,15,3.24,11702,0,19,1,4,3
3595,98018,98018,36757500302,3675750,3,2,1,4,0,9,0,1.0,1,16,5.99,11757,0,19,1,4,3
3596,98019,98019,36757500303,3675750,3,3,0,4,1,3,0,1.0,1,18,5.98,11758,0,19,1,4,3
3597,98020,98020,36757500402,3675750,4,2,1,4,0,9,0,1.0,1,40,22.43,11757,0,19,1,4,3
3598,98021,98021,36757500403,3675750,4,3,0,4,1,3,0,1.0,1,38,22.11,11576,0,19,1,4,3
3599,98027,98027,36757770107,3675777,1,7,1,2,0,21,0,1.0,1,50,25.54,11733,0,19,1,3,3
3600,98028,98028,36757770109,3675777,1,9,0,2,0,9,0,1.0,1,30,19.63,11747,0,19,1,3,3
3601,98029,98029,36757770110,3675777,1,10,0,2,1,3,0,1.0,1,30,12.51,11741,0,19,1,3,3
3602,98056,98056,36759180102,3675918,1,2,1,2,0,9,0,1.0,1,18,15.99,11703,0,19,1,2,2
3603,98057,98057,36759180103,3675918,1,3,0,2,1,3,0,1.0,1,30,15.41,11716,0,19,1,2,2
3604,98099,98099,36762700102,3676270,1,2,1,1,0,21,0,1.0,1,40,28.34,11704,0,19,1,2,1
3605,98100,98100,36762700103,3676270,1,3,0,1,0,21,0,2.2,4,10,3.07,11980,0,17,4,2,1
3606,98101,98101,36762700104,3676270,1,4,0,1,0,9,0,2.2,4,15,3.15,11763,0,17,4,2,1
3607,98102,98102,36762700105,3676270,1,5,0,1,0,27,21,1.0,1,60,29.41,11980,0,19,1,2,1
3608,98103,98103,36762700106,3676270,1,6,0,1,1,3,0,1.0,1,5,1.57,11704,0,19,1,2,1
3609,98132,98132,36763640102,3676364,1,2,1,2,0,9,10,1.0,1,10,2.41,11754,0,19,1,4,3
3610,98133,98133,36763640103,3676364,1,3,0,2,1,3,0,1.0,1,15,2.41,11754,0,19,1,4,3
3611,98134,98134,36763640202,3676364,2,2,1,2,0,9,10,1.0,1,20,11.4,11754,0,19,1,4,3
3612,98135,98135,36763640203,3676364,2,3,0,2,1,3,0,1.0,1,25,11.4,11743,0,19,1,4,3
3613,98181,98181,36765690105,3676569,1,5,1,1,0,9,0,1.0,1,10,3.41,11772,0,19,1,1,1
3614,98182,98182,36765690106,3676569,1,6,0,1,1,3,0,1.0,1,15,3.41,11772,0,19,1,1,1
3615,98183,98183,36765930102,3676593,1,2,1,1,0,9,0,7.1,1,115,0.0,11729,1,6,1,3,1
3616,98185,98185,36766310102,3676631,1,2,1,1,0,9,0,1.0,1,22,12.57,11782,0,19,1,2,1
3617,98186,98186,36766310103,3676631,1,3,0,1,0,8,0,1.0,1,6,2.31,11788,0,19,1,2,1
3618,98187,98187,36766310104,3676631,1,4,0,1,0,9,0,1.0,1,6,2.31,11788,0,19,1,2,1
3619,98188,98188,36766310105,3676631,1,5,0,1,0,21,0,1.0,1,13,0.92,11788,0,19,1,2,1
3620,98189,98189,36766310106,3676631,1,6,0,1,0,9,0,1.0,1,19,0.92,11787,0,19,1,2,1
3621,98190,98190,36766310107,3676631,1,7,0,1,1,3,0,1.0,1,21,12.79,11788,0,19,1,2,1
3622,98191,98191,36766670102,3676667,1,2,1,1,0,9,0,5.1,1,55,15.32,11727,0,7,1,2,1
3623,98192,98192,36766670104,3676667,1,4,0,1,1,3,0,5.1,1,40,15.51,11788,0,7,1,2,1
3624,98195,98195,36767050202,3676705,2,2,1,2,0,9,0,1.0,1,10,3.52,11776,0,19,1,1,2
3625,98196,98196,36767050203,3676705,2,3,0,2,1,3,0,1.0,1,10,3.52,11776,0,19,1,1,2
3626,98199,98199,36767050206,3676705,2,6,1,2,0,9,0,1.0,1,12,3.52,11776,0,19,1,1,2
3627,98200,98200,36767050207,3676705,2,7,0,2,1,3,0,1.0,1,8,3.52,11776,0,19,1,1,2
3628,98206,98206,36767960102,3676796,1,2,1,4,0,9,0,1.0,1,45,27.8,11713,0,19,1,4,2
3629,98207,98207,36767960103,3676796,1,3,0,4,1,3,0,1.0,1,48,27.71,11743,0,19,1,4,2
3630,98212,98212,36768000204,3676800,2,4,1,6,0,14,0,1.0,1,2,0.75,11720,0,19,1,3,3
3631,98213,98213,36768000205,3676800,2,5,0,6,1,3,0,1.0,1,2,0.75,11720,0,19,1,3,3
3632,98214,98214,36768000206,3676800,2,6,1,6,0,14,0,1.0,1,2,0.75,11720,0,19,1,3,3
3633,98215,98215,36768000207,3676800,2,7,0,6,0,14,0,1.0,1,16,0.0,11720,0,19,1,3,3
3634,98216,98216,36768000208,3676800,2,8,0,6,0,20,0,1.0,1,14,0.0,0,0,19,1,3,3
3635,98217,98217,36768000209,3676800,2,9,0,6,0,14,0,1.0,1,15,4.94,0,0,19,1,3,3
3636,98218,98218,36768000210,3676800,2,10,0,6,0,14,0,1.0,1,53,34.76,11720,0,19,1,3,3
3637,98219,98219,36768000211,3676800,2,11,0,6,0,14,0,1.0,1,65,35.65,11791,0,19,1,3,3
3638,98220,98220,36768000212,3676800,2,12,0,6,1,3,0,1.0,1,2,0.75,11720,0,19,1,3,3
3639,98221,98221,36768000402,3676800,4,2,1,6,0,9,0,1.0,1,30,10.09,11720,0,19,1,3,3
3640,98222,98222,36768000403,3676800,4,3,0,6,0,17,0,1.0,1,30,5.04,11779,0,19,1,3,3
3641,98223,98223,36768000404,3676800,4,4,0,6,1,3,0,1.0,1,30,5.57,11720,0,19,1,3,3
3642,98228,98228,36768020102,3676802,1,2,1,2,0,9,10,1.0,1,5,1.4,11718,0,19,1,4,3
3643,98229,98229,36768020103,3676802,1,3,0,2,1,3,0,1.0,1,5,1.4,11706,0,19,1,4,3
3644,98230,98230,36768020104,3676802,1,4,1,2,0,9,0,1.0,1,5,1.4,11718,0,19,1,4,3
3645,98231,98231,36768020105,3676802,1,5,0,2,0,17,0,1.0,1,10,1.4,11706,0,19,1,4,3
3646,98232,98232,36768020106,3676802,1,6,0,2,1,3,0,1.0,1,30,1.4,11706,0,19,1,4,3
3647,98233,98233,36768020202,3676802,2,2,1,2,0,9,10,1.0,1,60,29.55,11718,0,19,1,4,3
3648,98234,98234,36768020203,3676802,2,3,0,2,1,3,0,1.0,1,65,29.32,11530,0,19,1,4,3
3649,98260,98260,36769690202,3676969,2,2,1,3,0,21,0,1.0,1,12,3.21,11720,0,19,1,4,3
3650,98261,98261,36769690204,3676969,2,4,0,3,0,14,0,1.0,1,16,11.15,11755,0,19,1,4,3
3651,98262,98262,36769690205,3676969,2,5,0,3,0,14,0,1.0,1,20,6.69,11741,0,19,1,4,3
3652,98263,98263,36769690206,3676969,2,6,0,3,0,14,0,2.1,2,15,4.47,11763,0,19,2,4,3
3653,98264,98264,36769690207,3676969,2,7,0,3,0,14,0,1.0,1,15,12.0,11772,0,19,1,4,3
3654,98265,98265,36769690208,3676969,2,8,0,3,0,14,0,1.0,1,45,22.58,11949,0,19,1,4,3
3655,98266,98266,36769690209,3676969,2,9,0,3,0,14,0,1.0,1,30,15.98,11968,0,19,1,4,3
3656,98267,98267,36769690210,3676969,2,10,0,3,0,14,0,1.0,1,20,6.44,11975,0,19,1,4,3
3657,98268,98268,36769690211,3676969,2,11,0,3,1,3,0,1.0,1,45,47.45,11976,0,19,1,4,3
3658,98271,98271,36769750102,3676975,1,2,1,1,0,9,0,1.0,1,20,9.36,11767,0,19,1,4,2
3659,98272,98272,36769750103,3676975,1,3,0,1,1,6,0,1.0,1,20,8.72,11742,0,19,1,4,2
3660,98286,98286,36770920202,3677092,2,2,1,3,0,9,0,7.0,1,110,41.3,11740,1,6,1,4,1
3661,98288,98288,36770920214,3677092,2,14,0,3,1,3,0,8.1,1,20,0.75,11740,0,23,1,4,1
3662,98321,98321,36775180102,3677518,1,2,1,2,0,17,0,1.0,1,2,2.01,11743,0,19,1,2,2
3663,98322,98322,36775180103,3677518,1,3,0,2,0,9,0,1.0,1,45,22.53,11740,0,19,1,2,2
3664,98323,98323,36775180104,3677518,1,4,0,2,1,3,0,1.0,1,42,19.2,11576,0,19,1,2,2
3665,98338,98338,36776100102,3677610,1,2,1,3,0,14,0,1.0,1,27,14.69,11743,0,19,1,2,2
3666,98339,98339,36776100103,3677610,1,3,0,3,1,3,0,1.0,1,29,12.1,11706,0,19,1,2,2
3667,98340,98340,36776100202,3677610,2,2,1,3,0,9,0,1.0,1,5,1.56,11743,0,19,1,2,2
3668,98341,98341,36776100203,3677610,2,3,0,3,1,3,0,1.0,1,8,1.56,11746,0,19,1,2,2
3669,98347,98347,36777570102,3677757,1,2,1,1,0,9,0,1.0,1,21,10.65,11729,0,19,1,1,1
3670,98348,98348,36777570103,3677757,1,3,0,1,1,3,0,1.0,1,40,10.6,11803,0,19,1,1,1
3671,98349,98349,36777680102,3677768,1,2,1,5,0,5,0,2.1,2,19,6.7,11730,0,19,2,4,3
3672,98350,98350,36777680103,3677768,1,3,0,5,0,9,0,1.0,1,19,7.52,11779,0,19,1,4,3
3673,98351,98351,36777680104,3677768,1,4,0,5,0,21,0,1.0,1,3,0.75,11772,0,19,1,4,3
3674,98352,98352,36777680105,3677768,1,5,0,5,0,6,0,1.0,1,16,8.15,11772,0,19,1,4,3
3675,98353,98353,36777680106,3677768,1,6,0,5,1,3,0,2.1,2,28,8.8,11779,0,19,2,4,3
3676,98354,98354,36777680302,3677768,3,2,1,5,0,9,10,2.2,2,19,6.7,11730,0,17,2,4,3
3677,98355,98355,36777680303,3677768,3,3,0,5,1,3,0,2.2,2,28,8.8,11779,0,17,2,4,3
3678,98413,98413,36781220302,3678122,3,2,1,3,0,9,10,1.0,1,10,4.08,11783,0,19,1,3,3
3679,98414,98414,36781220303,3678122,3,3,0,3,1,3,0,1.0,1,10,3.52,11758,0,19,1,3,3
3680,98460,98460,36783140102,3678314,1,2,1,2,0,9,0,1.0,1,20,19.22,11735,0,19,1,4,2
3681,98461,98461,36783140103,3678314,1,3,0,2,1,3,0,1.0,1,30,18.99,11788,0,19,1,4,2
3682,98492,98492,36784080202,3678408,2,2,1,4,0,9,0,1.0,1,20,8.85,11710,0,19,1,4,3
3683,98493,98493,36784080204,3678408,2,4,0,4,0,16,0,1.0,1,5,0.95,11563,0,19,1,4,3
3684,98494,98494,36784080205,3678408,2,5,0,4,0,9,0,1.0,1,2,0.95,11563,0,19,1,4,3
3685,98495,98495,36784080206,3678408,2,6,0,4,1,3,0,1.0,1,20,9.11,11563,0,19,1,4,3
3686,98565,98565,36786290204,3678629,2,4,1,2,0,9,0,1.0,1,31,18.48,11793,1,19,1,3,2
3687,98611,98611,36790890102,3679089,1,2,1,2,0,9,0,7.1,1,90,31.77,11710,1,6,1,2,2
3688,98613,98613,36790890202,3679089,2,2,1,2,0,9,0,7.1,1,80,31.77,11710,1,6,1,2,2
3689,98617,98617,36791540102,3679154,1,2,1,2,0,9,0,1.0,1,30,6.91,11710,0,19,1,2,2
3690,98618,98618,36791540103,3679154,1,3,0,2,1,3,0,1.0,1,30,6.84,11530,0,19,1,2,2
3691,98710,98710,36799440102,3679944,1,2,1,4,0,9,0,1.0,1,10,1.38,11762,0,19,1,4,3
3692,98711,98711,36799440103,3679944,1,3,0,4,1,3,0,1.0,1,35,1.33,11758,0,19,1,4,3
3693,98714,98714,36799440202,3679944,2,2,1,4,0,9,0,7.1,1,100,0.0,11762,1,6,1,4,3
3694,98716,98716,36799440210,3679944,2,10,0,4,1,3,0,1.0,1,20,12.98,11530,0,19,1,4,3
3695,98723,98723,36799690602,3679969,6,2,1,6,0,9,0,7.1,1,105,33.52,11783,1,6,1,4,2
3696,98741,98741,36801240102,3680124,1,2,1,3,0,9,0,1.0,1,45,34.38,11758,1,19,1,3,2
3697,98743,98743,36801240104,3680124,1,4,0,3,1,3,0,1.0,1,10,0.51,11758,0,19,1,3,2
3698,98820,98820,36805250202,3680525,2,2,1,2,0,9,11,1.0,1,30,10.87,11758,0,19,1,4,2
3699,98821,98821,36805250203,3680525,2,3,0,2,0,21,27,2.1,3,30,4.38,11747,0,19,3,4,2
3700,98822,98822,36805250204,3680525,2,4,0,2,0,9,11,2.1,3,20,4.42,11735,0,19,3,4,2
3701,98823,98823,36805250205,3680525,2,5,0,2,0,27,26,1.0,1,25,10.63,11747,0,19,1,4,2
3702,98824,98824,36805250206,3680525,2,6,0,2,1,6,3,1.0,1,5,0.52,11758,0,19,1,4,2
3703,98868,98868,36808580102,3680858,1,2,1,2,0,9,0,1.0,1,8,1.5,11801,0,19,1,2,3
3704,98869,98869,36808580103,3680858,1,3,0,2,1,3,0,1.0,1,20,1.5,11801,0,19,1,2,3
3705,98870,98870,36808580202,3680858,2,2,1,2,0,14,0,1.0,1,45,28.54,11801,0,19,1,2,3
3706,98872,98872,36808580204,3680858,2,4,1,2,0,14,0,1.0,1,45,23.43,11801,0,19,1,2,3
3707,98873,98873,36808580205,3680858,2,5,0,2,1,1,3,1.0,1,45,23.49,11706,0,19,1,2,3
3708,99016,99016,36812260202,3681226,2,2,1,2,0,9,0,1.0,1,10,1.64,11793,0,19,1,4,2
3709,99017,99017,36812260203,3681226,2,3,0,2,0,20,0,1.0,1,10,0.44,11710,0,19,1,4,2
3710,99018,99018,36812260204,3681226,2,4,0,2,1,3,0,1.0,1,5,1.64,11554,0,19,1,4,2
3711,99105,99105,36813610102,3681361,1,2,1,4,0,9,0,7.1,1,70,33.44,11566,1,6,1,3,2
3712,99107,99107,36813610108,3681361,1,8,0,4,1,3,0,1.0,1,25,2.47,11710,0,19,1,3,2
3713,99135,99135,36816280102,3681628,1,2,1,2,0,9,0,1.0,1,10,1.86,11545,0,19,1,4,2
3714,99136,99136,36816280103,3681628,1,3,0,2,1,3,0,1.0,1,10,1.86,11542,0,19,1,4,2
3715,99137,99137,36816280104,3681628,1,4,1,2,0,9,0,1.0,1,10,1.86,11545,0,19,1,4,2
3716,99138,99138,36816280105,3681628,1,5,0,2,1,3,0,1.0,1,10,1.86,11542,0,19,1,4,2
3717,99339,99339,36825540102,3682554,1,2,1,3,0,9,0,7.1,1,71,31.62,11803,1,6,1,3,2
3718,99458,99458,36828990102,3682899,1,2,1,2,0,9,25,1.0,1,4,1.2,11561,0,19,1,2,3
3719,99459,99459,36828990103,3682899,1,3,0,2,1,3,0,1.0,1,3,1.2,0,0,19,1,2,3
3720,99460,99460,36828990104,3682899,1,4,1,2,0,9,0,1.0,1,3,1.2,11561,0,19,1,2,3
3721,99461,99461,36828990105,3682899,1,5,0,2,1,1,3,1.0,1,3,1.2,0,0,19,1,2,3
3722,99462,99462,36828990106,3682899,1,6,1,2,0,9,0,1.0,1,3,1.2,11561,0,19,1,2,3
3723,99463,99463,36828990107,3682899,1,7,0,2,1,3,0,1.0,1,3,1.2,0,0,19,1,2,3
3724,99466,99466,36828990204,3682899,2,4,1,2,0,14,0,1.0,1,7,1.2,11561,0,19,1,2,3
3725,99467,99467,36828990205,3682899,2,5,0,2,1,1,0,1.0,1,5,1.2,11561,0,19,1,2,3
3726,99468,99468,36828990206,3682899,2,6,1,2,0,14,0,1.0,1,5,1.2,11561,0,19,1,2,3
3727,99469,99469,36828990207,3682899,2,7,0,2,1,1,3,1.0,1,5,1.2,11561,0,19,1,2,3
3728,99490,99490,36831290102,3683129,1,2,1,4,0,21,0,1.0,1,5,0.77,11803,0,19,1,2,2
3729,99491,99491,36831290103,3683129,1,3,0,4,0,9,0,1.0,1,25,26.06,11803,1,19,1,2,2
3730,99883,99883,36855930102,3685593,1,2,1,7,0,20,0,3.0,1,110,7.88,11003,1,15,1,4,1
3731,99895,99895,36855930302,3685593,3,2,1,7,0,9,0,3.2,2,50,11.44,11003,0,15,2,4,1
3732,99896,99896,36855930305,3685593,3,5,0,7,1,3,0,3.0,1,130,11.22,11561,0,15,1,4,1
3733,100343,100343,36869950102,3686995,1,2,1,1,0,9,0,1.0,1,18,0.0,11706,0,19,1,2,1
3734,100344,100344,36869950103,3686995,1,3,0,1,1,3,0,1.0,1,24,0.0,11735,0,19,1,2,1
3735,101039,101039,36957330202,3695733,2,2,1,4,0,9,0,1.0,1,10,1.84,11701,0,19,1,1,1
3736,101040,101040,36957330203,3695733,2,3,0,4,1,3,0,1.0,1,10,1.84,11701,0,19,1,1,1
3737,101062,101062,36959390102,3695939,1,2,1,3,0,5,0,2.1,2,5,4.33,11742,0,19,2,9,2
3738,101063,101063,36959390103,3695939,1,3,0,3,0,9,0,1.0,1,9,3.27,11738,0,19,1,9,2
3739,101064,101064,36959390104,3695939,1,4,0,3,1,3,0,1.0,1,10,1.95,11738,0,19,1,9,2
3740,101074,101074,36959390302,3695939,3,2,1,3,0,12,13,2.2,2,5,4.33,11742,0,17,2,9,2
3741,101075,101075,36959390303,3695939,3,3,0,3,0,20,0,9.0,1,20,15.27,11738,0,1,1,9,2
3742,101076,101076,36959390304,3695939,3,4,0,3,0,12,13,9.0,1,20,14.21,11782,0,1,1,9,2
3743,101077,101077,36959390305,3695939,3,5,0,3,0,9,0,8.1,1,30,3.27,11738,0,23,1,9,2
3744,101078,101078,36959390306,3695939,3,6,0,3,1,3,0,8.1,1,30,1.95,11738,0,23,1,9,2
3745,101111,101111,36964130102,3696413,1,2,1,4,0,5,0,2.1,3,10,3.21,11763,0,19,3,4,2
3746,101112,101112,36964130103,3696413,1,3,0,4,0,9,0,1.0,1,30,11.43,11763,0,19,1,4,2
3747,101113,101113,36964130105,3696413,1,5,0,4,1,3,0,1.0,1,20,10.94,11779,0,19,1,4,2
3748,101114,101114,36964130202,3696413,2,2,1,4,0,9,0,1.0,1,85,34.17,11763,0,19,1,4,2
3749,101115,101115,36964130203,3696413,2,3,0,4,1,3,2,1.0,1,40,34.2,11753,0,19,1,4,2
3750,101126,101126,36964200202,3696420,2,2,1,2,0,9,0,1.0,1,10,5.88,11746,0,19,1,4,2
3751,101127,101127,36964200203,3696420,2,3,0,2,1,3,0,1.0,1,10,5.61,11747,0,19,1,4,2
3752,101160,101160,36965690202,3696569,2,2,1,2,0,19,0,1.0,1,4,0.51,11706,0,19,1,2,2
3753,101161,101161,36965690203,3696569,2,3,0,2,0,9,0,1.0,1,8,4.81,11706,0,19,1,2,2
3754,101162,101162,36965690204,3696569,2,4,0,2,1,3,0,1.0,1,9,4.67,11706,0,19,1,2,2
3755,101198,101198,36968490102,3696849,1,2,1,5,0,9,10,1.0,1,25,7.28,11743,0,19,1,2,2
3756,101199,101199,36968490103,3696849,1,3,0,5,0,16,0,1.0,1,7,0.79,11725,0,19,1,2,2
