,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R
2718,3,10,2.5,0,19,1,4,2
2719,3,10,2.58,0,19,1,4,2
2720,3,125,38.18,1,6,1,4,2
2721,1,115,19.72,0,19,1,3,1
2722,1,45,21.7,0,19,1,3,1
2723,2,35,11.69,0,19,1,4,2
2724,2,40,11.76,0,19,1,4,2
2725,4,15,5.67,0,19,1,4,2
2726,4,15,5.67,0,19,1,4,2
2727,5,125,38.7,1,5,2,4,3
2728,5,125,38.7,1,5,2,4,3
2729,2,15,4.17,0,19,1,1,3
2730,2,20,3.93,0,19,1,1,3
2731,5,5,0.46,0,19,1,2,3
2732,5,5,0.46,0,19,1,2,3
2733,5,15,5.03,0,19,1,2,3
2734,5,17,5.23,0,19,1,2,3
2735,5,10,1.86,0,19,1,2,3
2736,5,10,2.66,0,19,1,2,3
2737,4,96,0.0,1,6,1,4,3
2738,4,118,41.44,1,6,1,4,2
2739,4,17,7.15,0,19,1,4,2
2740,4,18,7.02,0,19,1,4,2
2741,2,14,9.88,0,19,2,4,3
2742,2,3,1.39,0,19,2,4,3
2743,2,5,1.39,0,19,2,4,3
2744,2,3,8.52,0,19,2,4,3
2745,2,4,1.67,0,19,2,4,3
2746,2,15,6.23,0,19,2,4,3
2747,2,132,38.21,1,6,1,4,3
2748,3,15,2.28,0,19,1,4,2
2749,3,15,3.04,0,19,1,4,2
2750,3,20,4.17,0,19,1,4,2
2751,3,25,7.72,0,19,1,4,3
2752,3,30,7.73,0,19,1,4,3
2753,3,30,5.29,0,19,1,4,3
2754,3,30,5.29,0,19,1,4,3
2755,4,100,37.55,1,6,1,4,3
2756,3,86,0.0,1,6,1,4,3
2757,3,45,11.6,0,19,2,4,3
2758,3,10,7.31,0,19,1,4,3
2759,3,16,7.26,0,19,1,4,3
2760,3,49,11.84,0,19,2,4,3
2761,2,20,21.45,0,19,1,2,2
2762,2,1,0.75,0,19,1,2,2
2763,2,4,0.75,0,19,1,2,2
2764,2,34,15.6,0,19,1,2,2
2765,2,3,1.61,0,19,1,2,2
2766,2,2,1.61,0,19,1,2,2
2767,2,15,3.55,0,19,1,2,2
2768,3,108,0.0,1,6,1,9,3
2769,3,16,11.59,0,19,1,9,3
2770,3,7,0.6,0,19,1,9,3
2771,3,7,0.6,0,19,1,9,3
2772,3,21,10.65,0,19,1,9,3
2773,4,5,2.16,0,19,1,2,2
2774,4,5,0.56,0,19,3,2,2
2775,4,13,1.71,0,19,2,2,2
2776,4,12,4.09,0,19,1,2,2
2777,4,4,1.11,0,19,1,2,2
2778,4,20,5.34,0,19,1,2,2
2779,3,33,12.87,0,19,1,4,3
2780,3,45,12.26,0,19,1,4,3
2781,3,30,10.74,0,19,1,4,3
2782,3,30,11.32,0,19,1,4,3
2783,4,15,14.04,0,19,1,4,3
2784,4,45,24.15,0,19,1,4,3
2785,4,30,38.84,0,19,1,4,3
2786,4,175,67.67,1,6,1,4,3
2787,3,6,0.47,0,19,1,2,2
2788,3,5,0.47,0,19,1,2,2
2789,4,75,65.72,0,19,2,3,3
2790,4,120,65.66,0,19,2,3,3
2791,4,10,3.87,0,19,1,3,3
2792,4,15,3.87,0,19,1,3,3
2793,4,15,0.0,0,19,1,3,3
2794,4,30,0.0,0,19,1,3,3
2795,2,22,12.73,0,19,1,4,2
2796,2,18,10.35,0,19,1,4,2
2797,2,9,3.14,0,19,1,4,2
2798,2,10,6.97,0,19,1,4,2
2799,2,10,6.98,0,19,1,4,2
2800,3,10,4.05,0,19,1,2,2
2801,3,10,4.05,0,19,1,2,2
2802,2,15,1.88,0,19,1,9,2
2803,2,49,26.7,1,19,2,9,2
2804,2,15,1.88,0,19,1,9,2
2805,2,15,5.64,0,19,1,9,2
2806,2,15,5.69,0,19,1,9,2
2807,2,30,10.69,0,19,1,9,2
2808,3,7,0.75,0,19,1,4,3
2809,3,7,0.75,0,19,1,4,3
2810,3,37,3.25,0,23,1,4,3
2811,3,35,3.25,0,23,1,4,3
2812,3,13,3.02,0,19,1,4,2
2813,3,40,23.12,0,19,1,4,2
2814,3,35,23.03,0,19,1,4,2
2815,2,30,6.71,0,19,1,4,2
2816,2,25,6.44,0,19,1,4,2
2817,2,15,5.19,0,19,1,4,2
2818,2,20,5.24,0,19,1,4,2
2819,3,40,6.6,0,19,1,4,3
2820,3,30,6.6,0,19,1,4,3
2821,2,30,13.82,0,19,1,4,2
2822,2,30,13.4,0,19,1,4,2
2823,3,30,13.0,0,19,1,4,2
2824,3,30,13.02,0,19,1,4,2
2825,4,60,25.53,0,19,1,9,3
2826,4,90,25.0,0,19,1,9,3
2827,2,150,6.25,0,23,1,9,2
2828,2,15,2.53,0,19,3,9,2
2829,2,25,2.53,0,19,1,9,2
2830,2,20,6.25,0,19,1,9,2
2831,2,2,0.72,0,23,1,9,2
2832,2,2,0.72,0,23,1,9,2
2833,3,6,1.65,0,19,1,4,2
2834,3,7,1.65,0,19,1,4,2
2835,3,6,1.65,0,19,1,4,2
2836,3,5,1.65,0,19,1,4,2
2837,3,54,36.75,0,19,1,4,2
2838,3,49,31.23,0,19,1,4,2
2839,3,25,6.8,0,19,1,4,2
2840,4,28,15.36,0,19,1,4,3
2841,4,32,15.39,0,19,1,4,3
2842,2,14,6.94,0,19,1,4,2
2843,2,18,6.94,0,19,1,4,2
2844,1,27,20.72,0,19,1,2,2
2845,1,30,20.81,0,19,1,2,2
2846,2,16,14.61,0,19,1,4,2
2847,2,5,1.07,0,19,1,4,2
2848,2,8,6.15,0,19,1,4,2
2849,2,9,6.14,0,19,1,4,2
2850,2,33,7.78,0,19,1,4,2
2851,2,8,1.47,0,19,1,4,2
2852,2,7,4.03,0,19,1,4,2
2853,2,4,1.4,0,19,1,4,2
2854,2,62,1.4,0,19,1,4,2
2855,2,50,1.4,0,19,1,4,2
2856,6,18,12.53,0,19,1,4,3
2857,6,35,13.4,0,19,1,4,3
2858,6,12,0.85,0,19,2,4,3
2859,6,9,6.25,0,19,1,4,3
2860,6,9,6.25,0,19,1,4,3
2861,6,11,2.07,0,17,4,4,3
2862,6,27,2.02,0,23,2,4,3
2863,6,9,0.5,0,23,1,4,3
2864,3,15,4.46,0,19,1,4,3
2865,3,15,4.45,0,19,1,4,3
2866,3,40,16.86,0,19,1,4,3
2867,3,45,17.19,0,19,1,4,3
2868,2,20,15.26,0,19,1,9,2
2869,2,10,1.81,0,19,1,9,2
2870,2,10,1.81,0,19,1,9,2
2871,2,20,15.21,0,19,1,9,2
2872,2,50,42.04,0,19,1,9,2
2873,2,45,36.72,0,19,1,9,2
2874,2,6,4.47,0,19,1,9,2
2875,2,6,3.47,0,19,1,9,2
2876,6,5,0.61,0,19,1,3,2
2877,6,5,0.61,0,19,1,3,2
2878,2,58,41.22,1,19,1,2,2
2879,4,15,5.66,0,19,2,4,2
2880,4,20,4.43,0,19,2,4,2
2881,4,23,5.69,0,19,2,4,2
2882,4,45,20.63,0,19,1,4,2
2883,4,30,21.56,0,19,1,4,2
2884,4,14,5.66,0,17,2,4,2
2885,4,20,4.43,0,17,2,4,2
2886,4,15,5.69,0,17,2,4,2
2887,2,15,6.77,0,19,1,4,1
2888,2,10,0.51,0,19,1,4,1
2889,2,20,6.75,0,19,1,4,1
2890,2,5,1.12,0,19,1,3,2
2891,2,30,7.43,0,19,1,3,2
2892,2,20,6.97,0,19,1,3,2
2893,2,30,12.2,0,19,1,3,2
2894,2,30,11.8,0,19,1,3,2
2895,2,40,37.26,0,19,1,3,2
2896,2,70,37.08,0,19,1,3,2
2897,4,5,1.23,0,19,1,4,3
2898,4,17,1.23,0,19,1,4,3
2899,4,5,2.18,0,19,1,4,3
2900,4,30,5.86,0,19,1,4,3
2901,4,25,4.79,0,19,1,4,3
2902,4,10,0.75,0,19,1,4,3
2903,4,15,4.79,0,19,1,4,3
2904,4,20,9.74,0,17,2,4,3
2905,4,25,9.65,0,17,2,4,3
2906,4,38,15.88,0,19,1,4,3
2907,4,23,17.9,0,19,1,4,3
2908,1,25,12.19,0,19,1,3,1
2909,1,25,12.24,0,19,1,3,1
2910,2,15,5.01,0,19,1,3,3
2911,2,5,2.95,0,19,1,3,3
2912,2,6,3.17,0,19,1,3,3
2913,3,15,7.44,0,19,1,4,2
2914,3,30,10.7,0,19,1,4,2
2915,3,30,9.02,0,19,1,4,2
2916,3,15,2.87,0,19,1,4,2
2917,3,15,3.37,0,19,1,4,2
2918,2,5,4.9,0,19,1,4,2
2919,2,12,7.16,0,19,1,4,2
2920,2,9,1.89,0,19,1,4,2
2921,2,30,12.18,0,19,1,4,2
2922,2,20,9.9,0,19,1,3,2
2923,2,20,9.56,0,19,1,3,2
2924,2,30,9.9,0,19,1,3,2
2925,2,30,9.56,0,19,1,3,2
2926,1,10,7.73,0,19,2,4,3
2927,1,60,45.73,1,17,2,4,3
2928,1,30,12.86,0,19,2,4,3
2929,3,70,30.31,1,19,1,4,3
2930,3,13,4.74,0,19,1,4,2
2931,3,18,4.74,0,19,1,4,2
2932,3,46,28.26,0,19,1,4,2
2933,3,41,8.99,0,19,1,4,2
2934,3,67,37.35,0,19,1,4,2
2935,4,30,46.89,0,19,1,4,3
2936,4,70,47.08,0,19,1,4,3
2937,1,45,25.66,0,19,1,4,1
2938,1,15,4.96,0,19,1,4,1
2939,1,45,23.86,1,19,1,4,1
2940,1,35,17.04,0,19,1,2,1
2941,1,35,17.04,0,19,1,2,1
2942,2,33,10.56,0,19,1,4,3
2943,2,33,11.07,0,19,1,4,3
2944,2,22,5.83,0,19,1,4,3
2945,2,21,5.83,0,19,1,4,3
2946,2,120,66.32,0,19,1,4,2
2947,2,20,0.0,0,19,1,4,2
2948,3,25,0.0,0,19,1,4,2
2949,3,25,0.0,0,19,1,4,2
2950,3,8,0.0,0,19,1,4,2
2951,3,10,0.0,0,19,1,4,2
2952,3,8,2.45,0,19,2,4,2
2953,3,7,0.75,0,19,1,4,2
2954,3,9,2.45,0,19,1,4,2
2955,2,16,10.31,0,19,1,4,2
2956,2,6,0.57,0,19,1,4,2
2957,2,25,6.18,0,19,1,4,2
2958,2,33,15.14,0,19,1,4,2
2959,4,40,28.57,0,19,1,3,3
2960,4,55,28.84,0,19,1,3,3
2961,2,15,0.0,0,19,1,2,2
2962,2,30,0.0,0,19,1,2,2
2963,2,30,4.6,0,19,1,2,2
2964,2,20,6.71,0,19,1,2,2
2965,2,20,6.56,0,19,1,2,2
2966,2,13,6.67,0,19,1,4,3
2967,2,21,6.62,0,19,1,4,3
2968,2,48,55.99,1,19,1,4,3
2969,5,105,44.93,1,19,1,3,2
2970,4,20,0.0,0,19,1,4,3
2971,4,25,0.0,0,19,1,4,3
2972,4,60,0.0,0,19,1,4,3
2973,4,40,0.0,0,19,1,4,3
2974,4,50,0.0,0,19,1,4,3
2975,4,55,0.0,0,19,1,4,3
2976,4,32,14.99,0,19,1,4,2
2977,4,27,13.96,0,19,1,4,2
2978,4,8,3.29,0,19,1,4,2
2979,4,10,3.45,0,19,2,4,2
2980,4,6,3.45,0,19,2,4,2
2981,4,7,3.45,0,19,1,4,2
2982,2,8,2.67,0,19,1,4,2
2983,2,7,5.88,0,19,1,4,2
2984,2,9,3.52,0,19,1,4,2
2985,2,3,3.48,0,19,1,4,2
2986,2,4,3.48,0,19,1,4,2
2987,2,8,4.22,0,19,1,4,2
2988,2,6,2.67,0,19,1,4,2
2989,4,6,0.66,0,19,1,4,2
2990,4,12,6.28,0,19,1,4,2
2991,4,13,6.28,0,19,1,4,2
2992,4,4,0.66,0,19,1,4,2
2993,4,2,0.66,0,19,1,4,2
2994,4,96,70.98,0,19,1,4,2
2995,2,12,0.0,0,19,1,4,2
2996,2,28,15.62,0,19,1,4,2
2997,2,3,2.42,0,19,1,4,2
2998,2,4,2.9,0,19,1,4,2
2999,2,5,2.35,0,19,1,4,2
3000,2,51,0.0,0,19,1,4,2
3001,2,4,0.0,0,19,1,4,2
3002,2,33,24.51,0,19,1,4,2
3003,2,34,0.0,0,19,1,4,2
3004,3,20,0.0,0,19,1,4,2
3005,3,4,0.0,0,19,1,4,2
3006,3,3,0.0,0,19,1,4,2
3007,3,15,0.0,0,19,1,4,2
3008,2,19,9.25,0,19,1,4,2
3009,2,25,9.34,0,19,1,4,2
3010,3,5,0.58,0,19,3,4,1
3011,3,10,4.78,0,19,2,4,1
3013,2,9,2.16,0,19,1,4,3
3014,2,7,2.89,0,19,1,4,3
3015,2,9,2.89,0,19,1,4,3
3016,2,13,2.16,0,19,1,4,3
3017,2,11,4.79,0,19,1,4,3
3018,2,5,1.82,0,19,1,4,3
3019,2,10,2.96,0,19,1,4,3
3020,2,17,10.51,0,19,1,4,3
3021,2,9,3.36,0,19,1,4,3
3022,2,1,0.75,0,19,1,4,3
3023,2,15,5.44,0,19,1,4,3
3024,2,12,3.24,0,19,1,4,3
3025,1,10,3.01,0,19,1,2,1
3026,1,10,0.77,0,19,1,2,1
3027,1,15,3.01,0,19,1,2,1
3028,3,60,36.75,0,19,1,2,3
3029,3,90,37.14,0,19,1,2,3
3030,1,40,8.04,0,19,1,2,1
3031,1,39,9.51,0,19,1,2,1
3032,2,30,19.36,0,19,1,4,2
3033,2,30,19.23,0,19,1,4,2
3034,2,30,19.36,0,19,1,4,2
3035,2,30,19.23,0,19,1,4,2
3036,4,7,1.57,0,19,1,2,2
3037,4,7,1.57,0,19,1,2,2
3038,4,8,1.57,0,19,1,2,2
3039,4,11,1.57,0,19,1,2,2
3040,3,22,11.9,0,19,1,4,2
3041,3,30,11.9,0,19,1,4,2
3042,1,50,26.28,0,19,1,2,1
3043,1,76,24.11,0,19,1,2,1
3044,2,35,29.64,0,19,1,4,2
3045,2,45,30.76,0,19,1,4,2
3046,2,13,6.92,0,19,1,4,3
3047,2,9,1.81,0,19,1,4,3
3048,2,15,1.81,0,19,1,4,3
3049,2,94,1.81,0,19,1,4,3
3050,2,5,1.81,0,19,1,4,3
3051,2,10,6.92,0,19,1,4,3
3052,2,35,24.18,0,19,1,2,2
3053,2,35,24.53,0,19,1,2,2
3054,2,20,15.96,0,19,1,4,2
3055,2,35,15.84,0,19,1,4,2
3056,2,30,13.58,0,19,1,4,2
3057,2,30,13.54,0,19,1,4,2
3058,2,27,11.54,0,19,1,9,2
3059,2,1,0.55,0,19,1,9,2
3060,2,2,0.55,0,19,1,9,2
3061,2,20,11.68,0,19,1,9,2
3062,2,15,2.03,0,19,1,2,2
3063,2,60,21.31,1,19,1,2,2
3064,2,50,31.56,1,19,1,2,2
3065,2,148,41.87,0,19,1,2,1
3066,2,75,42.18,0,19,1,2,1
3067,2,95,25.44,1,6,1,4,2
3068,1,15,3.31,0,19,1,3,2
3069,1,20,4.58,0,19,1,3,2
3070,5,90,21.85,1,19,1,1,2
3071,5,16,3.01,0,19,2,1,2
3072,3,15,2.15,0,19,2,4,2
3073,3,20,8.94,0,19,1,4,2
3074,3,30,8.92,0,19,1,4,2
3075,3,15,2.15,0,19,2,4,2
3076,3,90,30.23,1,6,1,4,2
3077,3,5,2.27,0,17,2,2,2
3078,3,10,1.86,0,17,2,2,2
3079,3,10,2.82,0,17,2,2,2
3080,3,20,3.91,0,17,2,2,2
3081,3,10,0.52,0,17,2,2,2
3082,3,5,2.27,0,19,1,2,2
3083,3,10,1.86,0,19,2,2,2
3084,3,10,2.82,0,19,2,2,2
3085,3,20,3.91,0,19,2,2,2
3086,3,10,0.52,0,19,2,2,2
3087,3,40,8.88,0,19,1,2,2
3088,3,35,8.88,0,19,1,2,2
3089,4,15,8.83,0,19,1,4,2
3090,4,30,9.28,0,19,1,4,2
3091,4,78,22.25,1,6,1,4,2
3092,5,120,0.0,1,19,1,4,2
3093,5,10,1.24,0,19,1,4,2
3094,5,13,4.03,0,19,1,4,2
3095,5,35,26.1,0,19,1,4,2
3096,5,6,3.82,0,19,1,4,2
3097,5,41,10.53,0,19,1,4,2
3098,5,14,1.22,0,19,1,4,2
3099,5,9,1.22,0,19,1,4,2
3100,5,5,1.22,0,19,1,4,2
3101,5,2,0.63,0,19,1,4,2
3102,5,2,0.63,0,19,2,4,2
3103,5,40,15.28,0,19,1,4,2
3104,5,30,16.1,0,19,1,4,2
3105,5,40,28.89,0,19,1,4,2
3106,4,16,0.0,0,19,1,4,2
3107,4,18,0.0,0,19,1,4,2
3108,4,2,0.52,0,19,3,4,2
3109,4,3,0.52,0,19,3,4,2
3110,4,86,38.42,1,6,1,4,2
3111,2,27,5.16,0,19,1,4,1
3112,2,7,2.23,0,19,1,4,1
3113,2,7,2.23,0,19,1,4,1
3114,2,28,5.17,0,19,1,4,1
3115,2,90,0.0,1,6,1,2,1
3116,3,30,16.54,0,19,1,2,3
3117,3,30,14.36,0,19,1,2,3
3118,5,60,31.92,1,16,1,9,3
3119,5,100,31.92,1,6,1,9,3
3120,6,85,0.0,1,6,1,4,2
3121,4,15,10.15,0,19,1,2,3
3122,4,15,9.93,0,19,1,2,3
3123,4,30,19.76,0,19,1,2,3
3124,4,35,16.45,0,19,1,2,3
3125,4,5,7.36,0,19,1,2,3
3126,4,10,0.99,0,19,1,2,3
3127,4,5,0.99,0,19,1,2,3
3128,4,30,15.95,0,19,1,3,3
3129,4,30,16.05,0,19,1,3,3
3130,4,20,13.03,0,19,1,3,3
3131,4,21,13.71,0,19,1,3,3
3132,3,6,1.46,0,19,2,4,3
3133,3,7,2.88,0,19,1,4,3
3134,3,11,2.22,0,19,1,4,3
3135,3,86,0.0,1,6,2,4,3
3136,1,31,17.98,0,19,1,3,2
3137,1,63,17.7,0,19,1,3,2
3138,2,14,7.87,0,19,1,3,2
3139,2,13,5.05,0,19,1,3,2
3140,2,12,2.68,0,19,1,3,2
3141,2,8,2.4,0,19,1,3,2
3142,2,16,8.51,0,19,1,3,2
3143,2,30,15.16,0,19,1,3,2
3144,2,30,15.11,0,19,1,3,2
3145,2,13,7.25,0,19,1,3,2
3146,2,2,0.36,0,19,1,3,2
3147,2,3,0.36,0,19,1,3,2
3148,2,28,6.6,0,19,1,3,2
3149,2,18,6.74,0,19,1,3,2
3150,2,18,6.74,0,19,1,3,2
3151,4,13,8.57,0,19,1,2,3
3152,4,4,11.01,0,19,1,2,3
3153,4,18,9.96,0,19,1,2,3
3154,4,28,21.59,0,19,1,2,3
3155,4,32,14.15,0,19,1,2,3
3156,4,3,2.21,0,19,1,2,3
3157,4,5,2.21,0,19,1,2,3
3158,4,2,0.5,0,19,1,2,3
3159,4,1,0.5,0,19,1,2,3
3160,4,7,1.21,0,19,1,2,3
3161,4,1,2.31,0,19,1,2,3
3162,4,3,2.31,0,19,1,2,3
3163,4,3,0.4,0,19,1,2,3
3164,4,1,0.4,0,19,1,2,3
3165,4,1,0.4,0,19,1,2,3
3166,4,2,1.13,0,19,1,2,3
3167,4,3,1.21,0,19,1,2,3
3168,4,9,2.31,0,19,1,2,3
3169,4,45,12.92,0,19,1,2,3
3170,3,15,2.27,0,19,1,4,3
3171,3,5,2.14,0,19,1,4,3
3172,3,10,2.35,0,19,1,4,3
3173,3,15,2.27,0,19,1,4,3
3174,3,20,8.07,0,19,1,4,3
3175,3,30,6.5,0,19,1,4,3
3176,3,20,0.63,0,19,1,4,3
3177,3,96,25.58,1,6,1,4,3
3178,3,35,9.61,0,19,1,4,3
3179,3,30,6.39,0,19,1,4,3
3180,3,30,5.79,0,19,1,4,3
3181,4,50,35.87,0,19,1,4,2
3182,4,142,0.0,1,12,1,4,2
3183,4,35,11.18,1,19,1,3,2
3184,1,17,2.24,0,19,1,2,1
3185,1,16,0.0,0,19,1,2,1
3186,1,13,0.0,0,19,1,2,1
3187,1,15,0.0,0,19,1,2,1
3188,1,64,0.0,0,19,1,2,1
3189,2,95,47.26,0,6,2,4,3
3190,2,100,34.89,1,6,2,4,3
3191,2,13,2.99,0,19,1,2,2
3192,2,20,2.96,0,19,1,2,2
3193,1,25,7.17,0,19,1,9,1
3194,1,18,6.55,0,19,1,9,1
3195,2,75,29.33,1,6,2,9,1
3196,1,115,25.59,1,12,1,1,2
3197,2,30,17.13,1,19,1,4,2
3198,3,20,6.53,0,17,2,4,2
3199,3,28,33.89,1,17,2,4,2
3200,3,50,34.21,1,19,1,4,2
3201,3,10,6.73,0,19,1,4,2
3202,3,25,6.04,0,19,1,4,2
3203,2,4,1.38,0,19,1,2,2
3204,2,6,2.88,0,19,1,2,2
3205,2,8,1.75,0,19,1,2,2
3206,2,10,3.05,0,19,1,2,2
3207,2,23,10.31,0,19,1,2,2
3208,2,39,12.61,0,19,1,2,2
3209,2,10,4.0,0,19,2,2,2
3210,2,19,6.85,0,19,1,2,2
3211,5,72,35.66,1,19,1,3,3
3212,4,91,32.36,1,6,1,4,2
3213,1,15,8.12,0,19,1,3,1
3214,1,2,1.79,0,19,1,3,1
3215,1,3,0.87,0,19,1,3,1
3216,1,4,0.87,0,19,1,3,1
3217,1,5,0.87,0,19,1,3,1
3218,1,25,9.09,0,19,1,3,1
3219,5,30,1.82,0,19,1,2,3
3220,5,30,9.5,0,19,1,2,3
3221,5,15,3.95,0,19,1,2,3
3222,5,15,3.95,0,19,1,2,3
3223,3,10,1.14,0,19,1,4,3
3224,3,10,1.15,0,19,1,4,3
3225,3,10,1.38,0,19,1,4,3
3226,3,10,1.01,0,19,1,4,3
3227,4,40,26.97,1,19,1,4,3
3228,4,10,2.77,0,19,1,4,3
3229,4,20,2.72,0,19,1,4,3
3230,4,17,11.89,0,19,1,4,3
3231,4,9,1.41,0,19,1,4,3
3232,4,22,11.28,0,19,1,4,3
3233,1,25,10.15,0,19,1,3,1
3234,1,25,10.75,0,19,1,3,1
3235,1,5,0.45,0,19,1,3,1
3236,4,105,18.94,1,6,1,4,2
3237,2,15,6.77,0,19,1,3,2
3238,2,15,5.24,0,19,1,3,2
3239,2,15,1.78,0,19,1,3,2
3240,2,10,1.78,0,19,1,3,2
3241,3,92,0.0,1,6,1,4,3
3242,3,3,0.77,0,19,2,4,3
3243,3,98,34.43,1,6,1,4,3
3244,2,5,0.67,0,19,1,4,2
3245,2,65,20.82,1,6,1,4,2
3246,4,90,0.0,1,6,1,4,2
3247,4,90,20.25,1,19,1,4,2
3248,2,30,7.85,1,19,1,4,2
3249,2,15,3.6,0,19,1,4,2
3250,3,15,3.16,0,19,1,4,3
3251,3,25,6.23,0,19,1,4,3
3252,3,30,8.72,0,19,1,4,3
3253,3,50,27.65,0,19,1,4,3
3254,1,19,7.61,0,19,1,4,1
3255,1,7,3.07,0,19,1,4,1
3256,1,9,3.11,0,19,1,4,1
3257,1,14,3.07,0,19,1,4,1
3258,1,14,4.98,0,19,1,4,1
3259,2,18,9.41,0,19,1,4,3
3260,2,2,0.65,0,19,1,4,3
3261,2,30,9.35,0,19,1,4,3
3262,2,45,19.01,1,19,1,4,2
3263,2,30,17.78,0,19,1,4,2
3264,2,5,0.49,0,23,1,4,2
3265,2,5,0.49,0,23,1,4,2
3266,2,45,17.0,0,19,1,4,2
3267,2,105,49.02,1,6,1,4,2
3268,4,145,0.0,1,6,1,3,2
3269,3,20,13.86,0,19,1,3,2
3270,3,40,16.61,0,19,1,3,2
3271,3,45,28.6,0,19,1,3,2
3272,2,30,11.81,0,19,1,3,2
3273,2,30,11.57,0,19,1,3,2
3274,5,50,13.64,0,17,2,3,1
3275,5,15,2.86,0,17,3,3,1
3276,5,15,2.86,0,17,3,3,1
3277,5,60,13.88,0,17,2,3,1
3278,5,81,3.76,0,15,1,3,1
3279,5,76,3.76,0,15,1,3,1
3280,5,30,8.16,0,19,2,3,1
3281,5,15,3.12,0,19,2,3,1
3282,5,15,3.76,0,19,2,3,1
3283,5,30,8.16,0,17,2,3,1
3284,5,15,3.12,0,17,2,3,1
3285,5,15,3.76,0,17,2,3,1
3286,2,13,8.34,0,19,1,2,2
3287,2,12,8.34,0,19,1,2,2
3288,2,5,2.48,0,19,1,2,2
3289,2,4,2.48,0,19,1,2,2
3290,2,4,2.48,0,19,1,2,2
3291,2,19,8.6,0,19,1,2,2
3292,2,4,2.57,0,19,1,2,2
3293,2,23,8.6,0,19,1,2,2
3294,5,2,0.94,0,19,1,3,2
3295,5,4,0.94,0,19,1,3,2
3296,5,4,0.94,0,19,1,3,2
3297,5,5,0.94,0,19,1,3,2
3298,5,42,25.21,0,19,1,3,2
3299,5,1,2.26,0,19,1,3,2
3300,5,4,0.67,0,23,1,3,2
3301,5,3,0.67,0,23,1,3,2
3302,5,58,32.2,0,19,1,3,2
3303,5,16,4.75,0,19,1,3,2
3304,2,23,13.03,0,19,2,4,2
3305,2,13,7.7,0,19,1,4,2
3306,2,16,8.17,0,19,1,4,2
3307,2,7,1.11,0,19,1,4,2
3308,2,25,14.27,0,19,1,4,2
3309,2,13,0.0,0,19,1,4,2
3310,2,3,0.0,0,19,1,4,2
3311,2,31,0.0,0,19,1,4,2
3312,2,6,4.37,0,19,1,4,2
3313,2,141,75.39,0,6,1,4,2
3314,1,6,2.61,0,19,1,3,1
3315,1,13,2.61,0,19,1,3,1
3316,1,6,2.61,0,19,1,3,1
3317,1,4,2.61,0,19,1,3,1
3318,1,4,2.61,0,19,1,3,1
3319,1,5,2.61,0,19,1,3,1
3320,1,5,2.61,0,19,1,3,1
3321,3,12,5.89,0,19,2,4,1
3322,3,14,7.18,0,19,2,4,1
3323,3,64,21.49,1,6,1,4,1
3324,4,5,1.37,0,19,3,3,2
3325,4,84,19.64,1,19,1,3,2
3326,1,19,7.56,0,19,1,2,1
3327,1,15,2.16,0,19,2,2,1
3328,1,8,2.16,0,19,2,2,1
3329,1,18,7.31,0,19,1,2,1
3330,1,7,0.48,0,19,1,2,1
3331,3,90,0.0,1,6,2,4,2
3332,2,5,0.87,0,19,1,4,3
3333,2,2,0.87,0,19,1,4,3
3334,2,6,0.87,0,19,1,4,3
3335,2,21,7.29,0,19,1,9,2
3336,2,30,7.71,0,19,1,9,2
3337,2,75,19.37,1,6,1,9,2
3338,2,4,4.54,0,19,1,3,2
3339,2,9,4.46,0,19,1,3,2
3340,2,24,6.88,0,19,2,2,1
3341,2,21,18.02,0,19,1,2,1
3342,2,30,14.51,0,19,1,2,1
3343,3,235,30.52,1,6,1,4,2
3344,3,20,2.72,0,19,1,4,2
3345,3,20,2.72,0,19,1,4,2
3346,4,18,13.71,0,19,1,3,3
3347,4,27,14.61,0,19,1,3,3
3348,4,8,4.04,0,19,1,3,3
3349,4,7,4.04,0,19,1,3,3
3350,4,4,0.75,0,19,1,3,3
3351,4,9,4.04,0,19,1,3,3
3352,4,12,4.85,0,19,1,3,3
3353,4,8,1.53,0,19,1,3,3
3354,4,19,5.24,0,19,1,3,3
3355,4,40,0.72,0,19,2,3,3
3356,4,31,19.57,0,19,1,3,3
3357,4,22,5.48,0,19,1,3,3
3358,4,1,0.5,0,19,1,3,3
3359,4,9,3.73,0,19,1,3,3
3360,4,8,2.31,0,19,1,3,3
3361,4,8,1.49,0,19,1,3,3
3362,4,8,5.44,0,19,1,3,3
3363,4,13,3.79,0,19,1,3,3
3364,4,7,2.31,0,19,1,3,3
3365,4,7,0.92,0,19,1,3,3
3366,4,20,0.0,0,19,1,3,3
3367,4,36,0.0,0,19,1,3,3
3368,2,165,0.0,1,6,1,2,2
3369,2,20,13.83,0,19,1,4,2
3370,2,15,16.81,0,19,1,4,2
3371,2,17,6.97,0,19,1,4,2
3372,2,45,29.45,0,19,1,4,2
3373,2,13,1.33,0,19,3,4,2
3374,2,7,1.33,0,19,3,4,2
3375,2,47,27.02,0,19,1,4,2
3376,4,30,19.28,1,19,1,2,2
3377,1,19,2.53,0,19,1,4,1
3378,1,20,6.52,0,19,1,4,1
3379,1,45,0.41,0,19,1,4,1
3380,1,19,3.91,0,19,1,4,1
3381,1,24,4.1,0,19,1,4,1
