,HHSIZE,TRPDUR,TRPDIST_HN,DNYC,PMODE,TOTTR_R,INCOM_R,HHVEH_R
1375,3,30,13.79,0,19,1,2,2
1376,3,21,6.65,0,5,1,2,2
1377,3,6,8.34,0,5,1,2,2
1378,3,5,8.34,0,5,1,2,2
1379,3,10,6.74,0,5,1,2,2
1380,5,18,9.51,0,19,1,4,2
1381,5,14,9.16,0,19,1,4,2
1382,5,93,45.45,1,6,1,4,2
1383,1,15,11.61,0,19,1,2,1
1384,1,15,2.12,0,19,1,2,1
1385,1,15,9.35,0,19,1,2,1
1388,4,115,0.0,1,6,1,4,3
1389,4,6,2.37,0,19,1,4,3
1390,4,6,2.37,0,19,1,4,3
1391,3,15,0.77,0,19,1,2,3
1392,3,50,0.77,0,19,1,2,3
1393,3,15,3.98,0,19,1,2,3
1394,3,15,4.06,0,19,1,2,3
1395,2,16,3.64,0,19,1,2,2
1396,2,20,3.64,0,19,1,2,2
1397,5,6,1.86,0,19,1,3,2
1398,5,5,1.86,0,19,1,3,2
1399,5,26,1.86,0,23,1,3,2
1400,5,30,1.86,0,23,1,3,2
1401,3,40,21.83,0,19,1,4,3
1402,3,45,21.96,0,19,1,4,3
1403,3,60,12.25,0,19,1,4,3
1404,3,60,12.53,0,19,1,4,3
1405,2,23,11.74,0,19,1,4,2
1406,2,40,15.08,0,19,1,4,2
1407,2,20,9.93,0,19,1,4,2
1408,1,26,12.35,0,19,1,3,2
1409,1,43,11.85,0,19,1,3,2
1410,4,15,0.6,0,19,1,2,2
1411,4,15,0.6,0,19,1,2,2
1412,2,15,7.87,0,19,1,4,3
1413,2,102,27.31,1,6,1,4,3
1414,2,27,4.98,0,19,1,4,3
1415,2,30,5.37,0,19,1,4,3
1416,2,20,3.32,0,19,1,9,3
1417,2,20,3.31,0,19,1,9,3
1418,2,25,6.83,0,19,1,9,3
1419,2,15,6.59,0,19,1,9,3
1420,2,65,18.81,1,6,1,4,2
1421,1,26,3.54,0,15,1,9,0
1422,1,30,3.5,0,15,1,9,0
1423,4,17,6.69,0,19,1,2,3
1424,4,15,5.47,0,19,1,2,3
1425,4,23,6.85,0,19,1,2,3
1426,4,17,5.98,0,19,1,2,3
1427,4,11,3.1,0,19,1,2,3
1428,4,9,3.12,0,19,1,2,3
1429,4,26,3.24,0,19,1,4,3
1430,4,22,3.24,0,19,1,4,3
1431,4,30,13.2,1,19,1,4,3
1432,4,75,31.86,0,19,1,4,3
1433,4,5,0.89,0,19,1,4,3
1434,4,75,32.21,0,19,1,4,3
1435,4,24,6.14,1,19,1,4,2
1436,4,16,3.66,0,19,1,4,2
1437,4,25,4.01,0,19,1,4,2
1438,3,12,6.44,0,17,2,4,2
1439,3,10,4.88,0,17,2,4,2
1440,3,4,1.9,0,17,2,4,2
1441,3,8,1.71,0,19,2,4,3
1442,3,10,0.76,0,19,1,4,3
1443,3,3,0.87,0,19,1,4,3
1444,3,5,1.15,0,19,1,4,3
1445,3,14,3.56,0,19,1,4,3
1446,3,7,1.2,0,19,1,4,3
1447,3,25,9.97,1,19,1,4,3
1448,3,65,0.0,1,6,2,4,3
1449,2,60,23.77,0,19,1,2,2
1450,2,90,22.84,0,19,1,2,2
1451,2,30,12.29,0,19,1,2,2
1452,2,43,12.69,0,19,1,2,2
1453,4,60,22.82,1,19,1,4,2
1454,4,15,5.34,0,19,3,4,2
1455,4,15,5.16,0,19,3,4,2
1456,4,90,31.17,1,6,1,4,2
1457,2,17,8.81,0,19,1,9,3
1458,2,27,8.86,0,19,1,9,3
1459,2,24,15.71,0,19,1,9,3
1460,2,8,2.99,0,19,1,9,3
1461,2,10,3.01,0,19,1,9,3
1462,2,8,2.29,0,19,1,9,3
1463,2,6,2.32,0,19,1,9,3
1464,2,45,15.6,0,19,1,9,3
1465,1,15,1.03,0,19,1,2,1
1466,3,14,2.26,0,19,1,4,3
1467,3,24,13.13,0,19,1,4,3
1468,3,26,14.55,0,19,1,4,3
1469,3,25,14.75,0,19,1,4,3
1470,6,10,4.12,0,19,1,2,3
1471,6,15,4.09,0,19,1,2,3
1472,6,10,4.12,0,19,1,2,3
1473,6,10,4.09,0,19,1,2,3
1474,2,10,0.62,0,19,1,3,2
1475,2,5,2.56,0,19,1,3,2
1476,2,20,27.85,0,19,1,3,2
1477,2,45,25.04,0,19,1,3,2
1478,2,40,12.52,0,19,1,3,2
1479,2,30,6.24,0,19,1,3,2
1480,2,39,34.44,1,19,2,4,2
1481,2,6,1.44,0,19,1,4,2
1482,2,54,22.94,0,19,1,4,2
1483,2,9,3.29,0,19,1,4,2
1484,2,11,2.17,0,19,1,4,2
1485,2,10,1.99,0,19,1,4,2
1486,2,25,12.13,0,19,1,4,2
1487,2,40,13.64,0,19,1,4,2
1488,2,17,8.61,0,19,1,2,2
1489,2,12,2.52,0,19,1,2,2
1490,2,63,12.55,0,19,1,2,2
1491,2,30,4.77,0,19,1,2,2
1492,3,18,11.18,0,19,1,2,3
1493,3,3,1.01,0,19,1,2,3
1494,3,13,4.86,0,19,1,2,3
1495,3,15,4.86,0,19,1,2,3
1496,3,41,8.11,0,19,1,2,3
1497,3,10,4.32,0,19,1,2,3
1498,3,3,0.62,0,19,1,2,3
1499,1,26,8.66,0,19,1,2,1
1500,1,17,8.24,0,19,1,2,1
1501,1,2,0.86,0,19,1,2,1
1502,1,8,3.01,0,19,1,2,1
1503,2,35,0.0,0,17,2,9,2
1504,2,15,0.0,0,17,2,9,2
1505,4,19,0.0,0,19,1,4,2
1506,4,19,0.0,0,19,1,4,2
1507,3,14,20.02,1,19,2,4,2
1508,3,14,20.02,1,17,2,4,2
1509,1,12,0.0,0,19,1,3,2
1510,1,5,1.26,0,23,2,3,2
1511,1,4,1.26,0,23,2,3,2
1512,1,12,0.0,0,19,1,3,2
1513,2,15,6.27,0,19,1,3,2
1514,2,18,7.78,0,19,1,3,2
1515,2,13,9.34,0,19,1,3,2
1516,2,31,23.26,0,19,1,3,2
1528,2,85,23.04,0,19,1,3,2
1529,4,40,4.68,0,15,1,2,1
1530,4,90,4.68,0,15,1,2,1
1531,4,36,5.04,0,15,1,2,1
1532,4,25,5.04,0,15,1,2,1
1533,4,1,0.95,0,19,1,3,3
1534,4,26,17.57,0,19,1,3,3
1535,4,36,16.6,0,19,1,3,3
1536,4,7,0.95,0,19,1,3,3
1537,4,6,0.95,0,19,1,3,3
1538,5,43,28.41,1,19,1,4,2
1539,5,13,3.46,0,19,1,4,3
1540,5,16,3.46,0,19,1,4,3
1541,4,4,0.42,0,19,2,4,3
1542,4,35,13.77,0,19,1,4,3
1543,4,33,14.35,0,19,1,4,3
1544,4,90,33.15,1,6,1,4,3
1545,4,9,2.95,0,19,1,4,3
1546,4,6,2.95,0,19,1,4,3
1547,1,25,0.0,0,19,1,4,1
1548,1,22,2.59,0,19,1,4,1
1549,1,25,0.0,0,19,1,4,1
1550,2,23,12.39,0,19,1,4,2
1551,2,10,9.8,0,19,1,4,2
1552,2,13,2.41,0,19,1,4,2
1553,2,21,11.8,0,19,1,4,2
1554,2,27,12.19,0,19,1,4,2
1555,3,20,9.86,0,19,1,4,3
1556,3,9,4.28,0,19,1,4,3
1557,3,26,11.48,0,19,1,4,3
1558,3,4,2.01,0,19,1,4,3
1559,3,4,2.01,0,19,1,4,3
1560,3,4,2.01,0,19,1,4,3
1561,3,4,2.01,0,19,1,4,3
1562,2,25,9.61,0,19,1,4,3
1563,2,10,5.49,0,19,1,4,3
1564,2,15,5.37,0,19,1,4,3
1565,2,25,10.62,0,19,1,4,3
1566,2,40,21.27,0,19,1,4,3
1567,2,45,0.0,0,19,1,4,3
1568,2,45,0.0,0,19,1,4,3
1569,5,12,6.97,0,19,1,3,3
1570,5,12,6.97,0,19,1,3,3
1571,5,45,22.29,0,19,1,3,3
1572,5,15,2.74,0,19,1,3,3
1573,5,5,2.94,0,19,1,3,3
1574,5,15,13.19,0,19,1,3,3
1575,5,30,6.76,0,19,1,3,3
1576,5,15,5.51,0,19,1,3,3
1577,5,14,5.61,0,19,2,3,3
1578,5,25,5.74,0,19,1,3,3
1579,2,30,17.3,1,19,1,4,2
1580,2,25,10.68,0,19,1,4,2
1581,2,30,10.26,0,19,1,4,2
1582,2,20,6.13,0,19,1,4,2
1583,2,25,6.14,0,19,1,4,2
1584,2,26,20.51,0,19,1,4,2
1585,2,35,20.59,0,19,1,4,2
1586,4,9,5.42,0,19,1,4,2
1587,4,13,5.45,0,19,1,4,2
1588,6,60,44.37,1,19,1,4,2
1589,2,130,52.2,1,6,1,4,2
1590,2,10,4.53,0,19,1,4,2
1591,2,25,4.53,0,19,1,4,2
1592,4,12,4.19,0,19,1,4,3
1593,4,13,3.94,0,19,1,4,3
1594,4,5,0.44,0,19,2,4,3
1595,4,2,2.42,0,19,1,4,3
1596,4,5,2.5,0,19,1,4,3
1597,4,14,3.94,0,19,1,4,3
1598,4,13,2.34,0,19,2,4,3
1599,4,62,28.05,1,19,2,4,3
1600,2,20,9.39,0,19,1,4,2
1601,2,20,9.39,0,19,1,4,2
1602,4,24,15.8,0,19,1,4,2
1603,4,49,46.41,0,19,1,4,2
1604,4,52,42.19,0,19,1,4,2
1605,4,8,3.56,0,19,1,4,2
1606,4,27,11.05,0,19,1,4,2
1607,4,6,2.89,0,19,2,4,2
1608,4,6,2.89,0,19,2,4,2
1609,4,25,10.96,0,19,2,4,2
1610,4,10,1.81,0,19,1,4,2
1611,4,10,1.81,0,19,1,4,2
1612,4,20,10.96,0,19,2,4,2
1613,2,5,0.73,0,19,2,2,3
1614,2,55,29.64,0,19,1,2,3
1615,2,60,29.64,0,19,1,2,3
1616,2,13,5.99,0,19,1,2,2
1617,2,13,2.95,0,19,1,2,2
1618,2,7,2.76,0,19,1,2,2
1619,1,11,5.19,0,19,1,4,1
1620,1,15,5.19,0,19,1,4,1
1621,1,15,5.19,0,19,1,4,1
1622,1,10,5.19,0,19,1,4,1
1623,1,5,2.15,0,19,1,4,1
1624,1,2,2.15,0,19,1,4,1
1625,5,90,32.38,1,6,1,4,2
1626,2,3,0.65,0,19,1,4,2
1627,2,24,17.86,0,19,1,4,2
1628,2,18,17.43,0,19,1,4,2
1629,2,19,3.05,0,19,1,4,2
1630,2,20,13.29,0,19,1,4,2
1631,2,38,13.26,0,19,1,4,2
1632,2,99,32.52,1,6,1,4,2
1634,2,121,8.55,0,17,2,4,2
1635,3,90,45.11,0,19,1,4,3
1636,3,61,71.07,0,19,1,4,3
1637,3,60,17.75,1,19,1,4,3
1638,1,3,1.39,0,19,1,2,1
1639,1,14,5.6,0,19,1,2,1
1640,1,7,5.56,0,19,1,2,1
1641,1,16,6.27,0,19,1,2,1
1642,3,8,2.66,0,19,1,3,3
1643,3,6,0.4,0,19,1,3,3
1644,3,4,0.9,0,19,1,3,3
1645,3,7,1.83,0,19,1,3,3
1646,3,4,2.07,0,19,1,3,3
1647,3,14,4.86,0,19,1,3,3
1648,3,5,0.51,0,19,1,3,3
1649,3,5,0.51,0,19,1,3,3
1650,3,2,0.51,0,19,1,3,3
1651,3,3,0.51,0,19,1,3,3
1652,3,15,8.86,0,19,1,4,3
1653,3,30,9.01,0,19,1,4,3
1654,3,23,8.86,0,19,1,4,3
1655,3,32,9.01,0,19,1,4,3
1656,3,10,4.23,0,19,1,4,3
1657,3,10,4.23,0,19,1,4,3
1658,2,45,10.24,0,19,1,4,3
1659,2,38,10.1,0,19,1,4,3
1660,2,60,31.8,1,19,1,4,2
1661,2,35,7.07,0,19,1,4,2
1662,2,15,12.41,0,19,1,4,2
1663,2,35,8.64,0,19,1,4,2
1664,2,30,12.08,0,19,1,4,2
1665,2,15,1.11,0,19,1,4,2
1666,2,20,1.11,0,19,1,4,2
1667,2,50,11.69,0,19,1,4,2
1668,2,35,29.65,0,19,1,4,2
1669,2,31,29.64,0,19,1,4,2
1670,2,23,19.48,0,19,2,4,2
1671,2,15,9.45,0,19,1,4,2
1672,2,14,9.94,0,19,1,4,2
1673,4,20,10.15,0,19,1,4,3
1674,4,20,9.8,0,19,1,4,3
1675,4,10,0.99,0,19,1,4,3
1676,4,103,34.36,1,6,2,4,3
1677,2,108,27.14,1,6,1,2,1
1678,2,4,1.81,0,17,2,2,1
1679,2,2,1.32,0,19,1,2,1
1680,2,12,4.71,0,19,1,2,1
1681,2,13,3.28,0,19,1,2,1
1682,2,8,2.21,0,19,2,2,1
1683,2,20,12.88,0,19,1,4,2
1684,2,20,12.68,0,19,1,4,2
1685,2,38,21.93,0,19,1,4,2
1686,2,39,22.32,0,19,1,4,2
1687,2,30,7.9,0,19,1,2,2
1688,2,60,7.91,0,19,1,2,2
1689,4,99,0.0,1,6,2,4,3
1690,4,40,38.23,0,19,1,4,3
1691,4,60,38.5,0,19,1,4,3
1692,4,25,7.37,0,19,3,2,2
1693,4,10,5.74,0,19,2,2,2
1694,4,35,13.87,0,19,1,2,2
1695,4,35,11.51,0,19,2,2,2
1696,4,10,7.09,0,19,2,2,2
1697,4,30,7.37,0,19,3,2,2
1698,4,80,15.73,1,19,1,2,3
1699,4,25,4.8,0,16,2,2,3
1700,4,20,4.57,0,16,3,2,3
1701,4,43,27.26,1,17,2,2,3
1702,3,7,1.86,0,19,1,4,2
1703,3,20,10.24,0,19,1,4,2
1704,3,260,0.0,0,19,1,4,2
1705,2,50,25.87,0,19,1,4,2
1706,2,56,26.03,0,19,1,4,2
1707,4,20,8.57,0,19,1,4,2
1708,4,10,1.37,0,19,1,4,2
1709,4,10,1.3,0,19,1,4,2
1710,4,15,6.17,0,19,1,4,2
1711,4,20,6.61,0,19,1,4,2
1712,4,20,6.45,0,19,1,4,2
1713,1,2,3.28,0,19,1,3,1
1714,1,60,39.71,0,19,1,3,1
1715,1,85,40.9,0,19,1,3,1
1716,3,36,15.02,0,19,1,4,3
1717,3,35,15.04,0,19,1,4,3
1718,3,30,11.43,0,19,1,4,3
1719,3,5,3.45,0,19,1,4,3
1720,3,10,3.32,0,19,1,4,3
1721,3,5,3.55,0,19,1,4,3
1722,3,36,8.98,0,19,1,4,3
1723,3,5,2.67,0,19,1,4,3
1724,3,1,0.0,0,19,1,4,3
1725,3,1,0.0,0,19,1,4,3
1726,2,26,7.86,0,19,1,3,2
1727,2,5,0.88,0,19,1,3,2
1728,2,35,0.88,0,19,1,3,2
1729,2,27,7.32,0,19,1,3,2
1730,2,4,0.76,0,19,1,3,2
1731,2,15,5.18,0,19,1,3,2
1732,2,16,5.18,0,19,1,3,2
1733,2,18,4.75,0,19,1,3,2
1734,2,24,4.63,0,19,1,3,2
1735,2,6,2.53,0,19,1,4,2
1736,2,8,2.78,0,19,1,4,2
1737,1,30,19.5,0,19,1,1,1
1738,1,30,6.36,0,19,1,1,1
1739,1,30,6.88,0,19,1,1,1
1740,1,6,6.53,0,19,1,4,2
1741,1,33,23.16,0,19,1,4,2
1742,1,15,2.02,0,19,1,4,2
1743,1,11,2.02,0,19,1,4,2
1744,1,3,0.55,0,19,1,4,2
1745,1,9,7.82,0,19,1,4,2
1746,1,14,3.09,0,19,2,4,2
1747,1,15,3.58,0,19,2,4,2
1748,1,9,1.18,0,17,2,4,2
1749,1,8,1.18,0,17,2,4,2
1750,2,45,9.06,0,19,1,4,2
1751,2,50,9.3,0,19,1,4,2
1752,5,29,9.83,1,19,1,2,2
1753,7,48,15.41,1,19,1,3,2
1754,5,20,4.59,0,19,1,2,2
1755,5,3,3.08,0,19,1,2,2
1756,5,7,3.1,0,19,1,2,2
1757,5,2,1.04,0,19,1,2,2
1758,5,60,4.41,0,19,1,2,2
1759,3,45,19.99,1,19,1,9,3
1760,3,50,16.87,1,19,1,9,3
1761,3,90,30.96,0,19,1,3,2
1762,2,2,0.4,0,19,1,4,2
1763,2,74,0.0,1,6,1,4,2
1764,2,15,2.31,0,19,1,4,2
1765,3,30,0.0,0,19,1,2,3
1766,5,122,44.86,1,6,1,2,2
1767,3,38,26.61,0,19,1,3,3
1768,3,35,25.87,0,19,1,3,3
1769,3,123,56.13,1,6,1,3,3
1770,2,134,48.68,1,6,1,3,1
1771,2,117,52.5,1,6,1,3,1
1772,1,29,27.76,0,19,1,9,1
1773,1,28,16.07,0,19,1,9,1
1774,1,14,11.44,0,19,1,9,1
1775,1,25,16.48,0,19,1,3,1
1776,1,3,0.8,0,19,1,3,1
1777,1,20,10.63,0,19,1,3,1
1778,1,16,10.66,0,19,1,3,1
1779,1,68,39.53,1,19,1,4,3
1780,2,66,24.19,1,6,2,3,2
1781,2,10,1.61,0,19,2,3,2
1782,2,8,3.98,0,19,1,3,2
1783,2,13,3.98,0,19,1,3,2
1784,2,11,3.98,0,19,1,3,2
1785,2,9,6.12,0,19,1,3,2
1786,4,80,24.19,1,6,1,1,2
1787,1,39,32.53,0,19,1,1,1
1788,1,42,32.53,0,19,1,1,1
1789,4,140,55.13,0,19,1,4,2
1790,3,2,0.75,0,19,1,1,1
1791,3,1,0.75,0,19,1,1,1
1792,3,7,2.33,0,19,1,1,1
1793,3,14,2.33,0,19,1,1,1
1794,3,4,0.75,0,19,4,1,1
1795,5,5,2.37,0,19,1,4,3
1796,5,131,57.65,1,6,1,4,3
1797,5,2,1.01,0,19,1,4,3
1798,5,5,1.01,0,19,1,4,3
1799,5,10,1.01,0,19,1,4,3
1800,5,5,1.01,0,19,1,4,3
1801,5,48,5.61,0,19,1,4,3
1802,5,66,5.61,0,19,1,4,3
1803,4,12,8.42,0,19,1,4,3
1804,4,15,7.82,0,19,1,4,3
1805,1,8,3.18,0,19,1,3,1
1806,1,1,0.76,0,19,1,3,1
1807,1,54,44.87,1,19,1,3,1
1808,2,80,0.0,1,6,1,3,1
1809,2,10,2.87,0,19,1,3,1
1810,2,6,2.64,0,19,1,3,1
1811,1,28,15.87,1,19,1,4,2
1812,5,35,15.69,1,19,1,4,3
1813,2,45,25.08,1,19,1,4,2
1814,2,11,7.06,0,19,1,4,2
1815,2,23,8.12,0,19,1,4,2
1816,2,8,2.56,0,19,1,4,2
1817,2,15,6.8,0,19,1,4,2
1818,2,22,14.48,0,19,1,4,2
1819,5,5,1.78,0,19,1,2,2
1820,5,20,16.33,0,19,1,2,2
1821,5,30,17.76,0,19,1,2,2
1822,2,77,0.0,1,6,2,4,2
1823,1,45,31.24,0,19,1,9,2
1824,1,3,0.68,0,19,1,9,2
1825,1,3,0.68,0,19,1,9,2
1826,1,65,31.53,0,19,1,9,2
1827,5,52,47.15,1,19,1,9,2
1828,4,24,26.39,0,19,1,3,3
1829,4,22,10.63,0,19,1,3,3
1830,4,25,11.74,0,19,1,3,3
1831,4,34,28.23,0,19,1,3,3
1832,4,6,0.46,0,19,1,3,3
1833,4,35,28.96,0,19,1,3,3
1834,4,28,24.9,0,19,1,3,3
1835,4,6,1.8,0,19,1,3,3
1836,4,5,1.8,0,19,1,3,3
1837,4,10,5.96,0,19,1,4,2
1838,4,21,4.22,0,19,1,4,2
1839,4,10,3.6,0,19,3,4,2
1840,2,7,4.39,0,19,1,4,2
1841,2,12,10.35,0,19,1,4,2
1842,2,16,9.21,0,19,1,4,2
1843,2,5,7.29,0,19,1,4,2
1844,2,5,7.29,0,19,1,4,2
1845,2,5,1.81,0,19,1,4,2
1846,2,20,7.29,0,19,1,4,2
1847,2,17,5.43,0,19,1,3,3
1848,2,10,3.0,0,19,3,3,3
1849,2,8,1.4,0,19,3,3,3
1850,2,7,1.78,0,19,3,3,3
1851,2,4,1.75,0,19,1,3,3
1852,2,16,6.98,0,19,1,3,3
1853,3,12,5.8,0,19,3,3,1
1854,3,6,1.22,0,19,2,3,1
1855,3,5,0.93,0,19,1,3,1
1856,3,4,2.58,0,19,1,3,1
1857,3,6,0.93,0,19,2,3,1
1858,3,4,2.53,0,19,2,3,1
1859,3,6,1.22,0,19,1,3,1
1860,3,11,4.45,0,19,2,3,1
1861,3,12,5.8,0,17,3,3,1
1862,3,6,1.22,0,17,2,3,1
1863,3,11,4.45,0,17,2,3,1
1864,5,22,18.05,0,19,1,4,3
1865,1,35,2.94,0,19,1,1,1
1866,1,5,0.89,0,19,1,1,1
1867,1,3,2.02,0,19,1,1,1
1868,1,6,5.64,0,19,1,1,1
1869,1,12,1.75,0,19,1,1,1
1870,1,10,3.11,0,19,1,1,1
1871,1,14,2.34,0,19,1,1,1
1872,1,26,3.85,0,19,1,1,1
1873,4,27,12.91,0,19,1,9,2
1874,4,38,13.15,0,19,1,9,2
1875,3,65,67.85,0,19,1,4,2
1876,4,76,32.22,1,6,1,4,2
1877,4,7,3.05,0,19,1,4,2
1878,4,21,4.76,0,19,1,4,2
1879,4,72,0.0,1,6,1,4,2
1880,1,13,10.17,0,19,1,2,1
1881,1,30,7.58,0,19,1,2,1
1882,1,30,15.97,0,19,1,2,1
1883,6,5,1.17,0,19,2,4,2
1884,6,25,11.67,0,19,1,4,2
1885,6,38,13.24,0,19,1,4,2
1886,6,56,32.66,0,19,3,4,2
1887,6,12,3.08,0,19,1,4,2
1888,6,11,3.1,0,19,1,4,2
1889,6,53,33.12,0,19,3,4,2
1890,2,26,1.05,0,19,1,3,2
1891,2,29,1.05,0,19,1,3,2
1892,6,18,15.35,0,19,1,4,2
1893,6,6,6.86,0,19,1,4,2
1894,6,12,7.36,0,19,1,4,2
1895,6,16,19.59,0,19,1,4,2
1896,6,7,2.45,0,19,1,4,2
1897,1,29,0.0,0,19,1,1,2
1898,1,11,2.16,0,19,1,1,2
1899,1,30,0.0,0,19,1,1,2
1900,1,86,20.57,1,12,1,2,1
1901,5,2,1.21,0,19,4,9,2
1902,5,30,19.56,0,19,1,9,2
1903,5,35,29.24,0,19,1,9,2
1904,5,34,30.7,0,19,1,9,2
1905,5,12,4.36,0,19,1,9,2
1906,5,34,11.58,0,19,1,9,2
1907,5,9,2.37,0,19,1,9,2
1908,5,18,5.26,0,19,1,9,2
1909,5,15,5.25,0,19,1,9,2
1910,5,3,1.28,0,19,1,9,2
1911,5,4,1.28,0,19,1,9,2
1912,5,3,1.21,0,19,4,9,2
1913,2,60,0.87,0,19,1,2,2
1914,2,35,14.61,0,19,1,2,2
1915,2,45,20.57,0,19,1,2,2
1916,2,30,9.29,0,19,1,2,2
1917,2,17,6.0,0,19,1,2,2
1918,2,39,22.83,0,19,1,2,2
1919,2,35,24.08,0,19,1,2,2
1920,5,4,1.95,0,19,2,4,2
1921,5,13,6.43,0,19,1,4,2
1922,5,15,5.83,0,19,1,4,2
1923,2,30,21.01,0,19,1,4,3
1924,2,15,2.48,0,19,1,4,3
1925,2,15,2.48,0,19,1,4,3
1926,2,30,21.03,0,19,1,4,3
1927,3,20,10.43,0,19,1,2,3
1928,3,30,10.94,0,19,1,2,3
1929,3,15,3.91,0,19,1,2,3
1930,3,10,4.39,0,19,1,2,3
1931,3,14,0.0,0,19,1,4,2
1932,3,17,0.0,0,19,1,4,2
1933,3,8,1.99,0,19,1,4,2
1934,3,145,47.28,0,6,1,4,2
1935,2,105,56.33,1,6,1,4,2
1936,2,15,8.92,0,19,1,4,2
1937,3,60,25.66,0,19,1,4,2
1938,3,60,25.82,0,19,1,4,2
1939,3,30,11.54,0,17,3,4,2
1940,3,30,11.7,0,17,3,4,2
1941,4,7,5.68,0,19,2,4,3
1942,4,20,11.13,0,19,1,4,3
1943,4,13,8.05,0,19,1,4,3
1944,4,15,4.75,0,19,1,4,3
1945,4,15,4.74,0,19,1,4,3
1946,2,25,7.86,0,19,1,3,2
1947,2,50,7.44,0,19,1,3,2
1948,4,12,10.53,0,19,1,4,3
1949,4,25,28.04,0,19,1,4,3
1950,4,25,8.41,0,19,1,4,3
1951,4,30,8.49,0,19,1,4,3
1952,4,35,14.4,0,19,1,4,3
1953,4,70,17.42,0,19,1,4,3
1954,4,20,10.58,0,19,1,4,3
1955,4,60,23.14,0,19,1,4,3
1956,4,69,23.34,0,19,1,4,3
1957,2,60,41.48,0,19,1,2,2
1958,2,60,41.45,0,19,1,2,2
1959,2,130,67.65,1,6,1,2,2
1960,2,110,38.85,1,6,1,4,2
1961,6,10,0.0,0,19,1,3,2
1962,5,39,0.0,0,19,1,4,2
1963,5,100,27.31,1,6,1,4,2
1964,5,8,0.0,0,19,2,4,2
1965,5,28,20.29,0,19,1,4,2
1966,5,26,0.0,0,19,1,4,2
1967,1,8,2.16,0,19,1,1,1
1968,1,8,2.16,0,19,1,1,1
1969,3,25,8.57,0,19,1,4,2
1970,3,20,8.44,0,19,1,4,2
1971,2,15,9.47,0,19,1,3,2
1972,2,20,11.3,0,19,1,3,2
1973,2,30,9.47,0,19,1,3,2
1974,2,30,11.3,0,19,1,3,2
1975,2,25,8.89,0,19,1,3,2
1976,2,20,7.99,0,19,1,3,2
1977,1,10,3.11,0,19,1,4,1
1978,1,7,1.82,0,19,1,4,1
1979,1,6,1.5,0,19,1,4,1
1980,1,3,1.29,0,19,1,4,1
1981,1,9,2.7,0,19,1,4,1
1982,1,5,1.82,0,19,1,4,1
1983,1,11,3.11,0,19,1,4,1
1984,5,9,5.6,0,19,1,9,2
1985,5,14,5.41,0,19,1,9,2
1986,3,4,5.15,0,19,1,2,3
1987,3,45,50.14,0,19,1,2,3
1988,3,5,0.85,0,19,1,2,3
1989,3,5,0.85,0,19,1,2,3
1990,3,60,53.53,0,19,1,2,3
1991,2,30,15.48,0,19,1,4,1
1992,2,15,2.06,0,19,1,4,1
1993,2,5,0.81,0,19,1,4,1
1994,2,10,0.81,0,19,1,4,1
1995,2,10,0.81,0,19,1,4,1
1996,2,30,13.88,0,19,1,4,1
1997,2,15,4.25,0,19,1,2,2
1998,2,30,4.25,0,19,1,2,2
1999,2,50,19.95,0,19,1,3,2
2000,2,45,19.66,0,19,1,3,2
2001,2,45,14.51,0,19,1,3,2
2002,2,45,14.19,0,19,1,3,2
2003,4,6,0.46,0,19,1,2,2
2004,4,36,19.68,0,19,1,2,2
2005,4,45,18.36,0,19,1,2,2
2006,2,45,23.83,0,19,1,2,2
2007,2,26,10.15,0,19,1,2,2
2008,2,30,12.96,0,19,1,2,2
2009,2,5,1.61,0,19,1,2,2
2010,2,40,21.25,0,19,1,2,2
2011,2,18,7.46,0,19,1,2,2
2012,2,2,1.53,0,19,1,2,2
2013,2,15,1.53,0,19,1,2,2
2014,2,12,6.05,0,19,1,2,2
2015,2,2,2.28,0,19,1,2,2
2016,2,7,3.17,0,19,1,2,2
2017,2,14,4.58,0,19,1,2,2
2018,2,15,7.24,0,19,1,2,2
2019,2,17,4.86,0,19,1,2,2
2020,2,1,0.61,0,19,1,2,2
2021,2,12,7.25,0,19,1,2,2
2022,2,13,7.25,0,19,1,2,2
2023,2,2,2.07,0,19,1,2,2
2024,2,11,4.13,0,19,1,2,2
2025,2,5,0.63,0,19,1,2,2
2026,2,6,1.75,0,19,1,2,2
2027,2,9,2.5,0,19,1,2,2
2028,2,40,25.26,0,19,1,2,2
2029,1,18,10.41,0,19,1,2,1
2030,1,45,38.25,1,19,1,2,1
2031,2,21,12.46,0,19,1,1,2
2032,2,19,2.37,0,19,1,1,2
2033,2,32,16.96,0,19,1,1,2
2034,2,43,13.41,0,19,1,1,2
2035,2,28,3.56,0,19,1,1,2
2036,2,14,8.88,0,19,1,1,2
2037,2,4,1.81,0,19,1,1,2
2038,4,5,4.06,0,19,1,2,2
2039,4,5,3.98,0,19,1,2,2
2040,4,9,2.48,0,19,1,2,2
2041,4,10,10.58,0,19,1,2,2
2042,6,105,36.72,0,19,1,4,3
2043,6,120,36.09,0,19,1,4,3
2044,2,35,16.32,1,19,1,4,3
2045,5,30,18.93,0,19,1,4,2
2046,5,30,18.94,0,19,1,4,2
2047,5,10,2.72,0,19,1,4,2
2048,5,15,2.46,0,19,1,4,2
2049,5,5,0.42,0,19,2,4,2
2050,1,90,0.0,1,6,1,4,1
2051,4,111,26.82,1,6,1,4,2
